Player,Nation,Squad,Age,Born,90s,SCA SCA,SCA SCA90,SCA Types PassLive,SCA Types PassDead,SCA Types TO,SCA Types Sh,SCA Types Fld,SCA Types Def,GCA GCA,GCA GCA90,GCA Types PassLive,GCA Types PassDead,GCA Types TO,GCA Types Sh,GCA Types Fld,GCA Types Def,Position_2,Position,League
Jérémy Sebas,MTQ,Strasbourg,20,2003,4.4,10,2.24,6,0,2,1,1,0,3,0.67,1,0,1,0,1,0,Midfielder,Forward,Ligue 1
Manuel Sebastián,ESP,Sevilla,19,2004,1.3,3,2.31,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,,Midfielder,La Liga
Demba Seck,SEN,Torino,22,2001,4.7,9,1.90,7,0,0,1,1,0,1,0.21,1,0,0,0,0,0,,Midfielder,Serie A
Demba Seck,SEN,Frosinone,22,2001,3.3,12,3.64,11,0,0,1,0,0,1,0.30,1,0,0,0,0,0,Midfielder,Forward,Serie A
Aleksandar Sedlar,SRB,Alavés,31,1991,10.5,9,0.86,6,0,1,0,0,2,0,0.00,0,0,0,0,0,0,,Defender,La Liga
Player,,Squad,Ag,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,,Po,Bundesliga
Alidu Seidu,GHA,Rennes,23,2000,6.6,8,1.21,7,0,0,0,0,1,0,0.00,0,0,0,0,0,0,,Defender,Ligue 1
Alidu Seidu,GHA,Clermont Foot,23,2000,12.6,13,1.03,7,2,1,0,3,0,1,0.08,1,0,0,0,0,0,,Defender,Ligue 1
Nicolas Seiwald,AUT,RB Leipzig,22,2001,8.0,9,1.13,7,0,1,0,0,1,3,0.38,3,0,0,0,0,0,,Midfielder,Bundesliga
Nikola Sekulov,ITA,Juventus,21,2002,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,,Forward,Serie A
Davie Selke,GER,Köln,28,1995,14.1,28,1.99,18,0,2,6,2,0,1,0.07,0,0,0,1,0,0,,Forward,Bundesliga
Matz Sels,BEL,Nott'ham Forest,31,1992,16.0,1,0.06,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,,Goalkeeper,Premier League
Matz Sels,BEL,Strasbourg,31,1992,19.0,2,0.11,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,,Goalkeeper,Ligue 1
Nélson Semedo,POR,Wolves,29,1993,34.3,60,1.75,46,0,3,2,6,3,3,0.09,2,0,0,0,0,1,Midfielder,Defender,Premier League
Vivaldo Semedo,POR,Udinese,18,2005,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,,Forward,Serie A
Antoine Semenyo,GHA,Bournemouth,23,2000,23.4,72,3.08,50,0,11,9,1,1,7,0.30,4,0,0,1,1,1,,Forward,Premier League
Marvin Senaya,TOG,Strasbourg,22,2001,23.8,42,1.77,27,4,3,2,3,3,3,0.13,1,1,0,0,0,1,Midfielder,Defender,Ligue 1
Marcos Senesi,ARG,Bournemouth,26,1997,24.9,49,1.97,44,0,0,2,1,2,8,0.32,8,0,0,0,0,0,,Defender,Premier League
Stefano Sensi,ITA,Inter,27,1995,0.5,4,7.66,2,1,0,1,0,0,1,1.91,1,0,0,0,0,0,,Midfielder,Serie A
Suat Serdar,GER,Hellas Verona,26,1997,18.4,32,1.73,25,1,3,1,0,2,4,0.22,2,1,1,0,0,0,,Midfielder,Serie A
Benjamin Šeško,SVN,RB Leipzig,20,2003,17.0,35,2.06,26,0,6,1,2,0,8,0.47,7,0,1,0,0,0,,Forward,Bundesliga
Kevin Sessa,GER,Heidenheim,23,2000,11.2,41,3.64,20,8,3,3,7,0,1,0.09,1,0,0,0,0,0,Forward,Midfielder,Bundesliga
Aaron Seydel,GER,Darmstadt 98,27,1996,6.9,13,1.89,12,0,0,0,1,0,1,0.15,1,0,0,0,0,0,,Forward,Bundesliga
Andres Sfait,ROU,Salernitana,18,2004,0.3,1,3.91,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Midfielder,Defender,Serie A
Stephan El Shaarawy,ITA,Roma,30,1992,19.3,53,2.74,35,1,3,8,4,2,7,0.36,5,0,1,1,0,0,Defender,Forward,Serie A
Luke Shaw,ENG,Manchester Utd,28,1995,10.7,23,2.16,13,9,1,0,0,0,0,0.00,0,0,0,0,0,0,,Defender,Premier League
James Shea,ENG,Luton Town,32,1991,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,,Goalkeeper,Premier League
Eldor Shomurodov,UZB,Cagliari,28,1995,10.4,24,2.31,16,0,3,4,1,0,8,0.77,4,0,2,2,0,0,Midfielder,Forward,Serie A
Steven Shpendi,ALB,Empoli,20,2003,4.6,10,2.20,8,0,0,1,1,0,1,0.22,0,0,0,1,0,0,Midfielder,Forward,Serie A
Sofiane Sidi Ali,FRA,Marseille,28,1995,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,,Midfielder,Ligue 1
Vincent Sierro,SUI,Toulouse,27,1995,25.1,76,3.03,37,23,3,7,4,2,8,0.32,3,3,1,0,1,0,,Midfielder,Ligue 1
Player,,Squad,Ag,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,,Po,Bundesliga
Tim Siersleben,GER,Heidenheim,23,2000,10.1,8,0.79,6,0,0,1,0,1,1,0.10,0,0,0,0,0,1,,Defender,Bundesliga
Kiliann Sildillia,FRA,Freiburg,21,2002,20.1,30,1.50,22,7,0,1,0,0,4,0.20,3,1,0,0,0,0,,Defender,Bundesliga
André Silva,POR,Real Sociedad,27,1995,8.1,9,1.11,9,0,0,0,0,0,0,0.00,0,0,0,0,0,0,,Forward,La Liga
Bernardo Silva,POR,Manchester City,28,1994,28.6,130,4.54,117,3,6,1,3,0,13,0.45,11,0,2,0,0,0,Forward,Midfielder,Premier League
Caio Henrique Oliveira Silva,BRA,Monaco,26,1997,6.9,25,3.61,14,8,2,0,0,1,5,0.72,2,3,0,0,0,0,,Defender,Ligue 1
Fábio Silva,POR,Wolves,21,2002,2.9,9,3.08,6,0,1,1,1,0,0,0.00,0,0,0,0,0,0,,Forward,Premier League
Rui Silva,POR,Betis,29,1994,27.5,2,0.07,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,,Goalkeeper,La Liga
Thiago Silva,BRA,Chelsea,38,1984,28.1,27,0.96,25,1,0,1,0,0,4,0.14,3,0,0,1,0,0,,Defender,Premier League
Marco Silvestri,ITA,Udinese,32,1991,17.0,2,0.12,1,1,0,0,0,0,0,0.00,0,0,0,0,0,0,,Goalkeeper,Serie A
Mohamed Simakan,FRA,RB Leipzig,23,2000,23.8,44,1.85,35,1,1,4,2,1,4,0.17,3,0,0,1,0,0,,Defender,Bundesliga
Giovanni Simeone,ARG,Napoli,28,1995,8.9,28,3.15,17,0,2,4,4,1,1,0.11,0,0,0,0,1,0,,Forward,Serie A
Giuliano Simeone,ARG,Alavés,20,2002,7.0,22,3.14,14,0,0,5,2,1,4,0.57,2,0,0,1,1,0,,Forward,La Liga
Jan-Carlo Simic,SRB,Milan,18,2005,1.6,2,1.23,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,,Defender,Serie A
Moses Simon,NGA,Nantes,28,1995,19.9,65,3.27,45,1,12,2,5,0,7,0.35,6,0,0,0,1,0,Midfielder,Forward,Ligue 1
Unai Simón,ESP,Athletic Club,26,1997,35.4,8,0.23,6,2,0,0,0,0,2,0.06,1,1,0,0,0,0,,Goalkeeper,La Liga
Xavi Simons,NED,RB Leipzig,20,2003,29.5,176,5.97,112,27,16,9,12,0,22,0.75,17,0,1,2,2,0,,Midfielder,Bundesliga
Wilfried Singo,CIV,Monaco,22,2000,24.3,36,1.48,31,1,0,2,1,1,2,0.08,2,0,0,0,0,0,,Defender,Ligue 1
Luis Sinisterra,COL,Bournemouth,24,1999,7.8,42,5.42,27,0,9,4,0,2,3,0.39,0,0,0,3,0,0,Midfielder,Forward,Premier League
Daley Sinkgraven,NED,Las Palmas,28,1995,4.3,2,0.48,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,,Defender,La Liga
Jailson Siqueira,BRA,Celta Vigo,27,1995,10.0,8,0.80,8,0,0,0,0,0,1,0.10,1,0,0,0,0,0,Midfielder,Defender,La Liga
Ayanda Sishuba,BEL,Lens,18,2005,0.7,8,11.61,1,0,4,3,0,0,0,0.00,0,0,0,0,0,0,Forward,Midfielder,Ligue 1
Ibrahima Sissoko,MLI,Strasbourg,25,1997,18.2,35,1.92,26,0,3,2,2,2,3,0.16,1,0,0,2,0,0,,Midfielder,Ligue 1
Moussa Sissoko,FRA,Nantes,33,1989,20.2,36,1.78,32,0,1,2,0,1,4,0.20,3,0,0,1,0,0,,Midfielder,Ligue 1
Antonio Sivera,ESP,Alavés,26,1996,34.0,15,0.44,9,6,0,0,0,0,1,0.03,0,1,0,0,0,0,,Goalkeeper,La Liga
Tim Skarke,GER,Darmstadt 98,26,1996,26.7,73,2.73,47,9,5,7,4,1,2,0.07,2,0,0,0,0,0,Defender,Forward,Bundesliga
Player,,Squad,Ag,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,,Po,Bundesliga
Ellyes Skhiri,TUN,Eint Frankfurt,28,1995,24.1,41,1.70,35,0,1,3,2,0,2,0.08,2,0,0,0,0,0,,Midfielder,Bundesliga
Oliver Skipp,ENG,Tottenham,22,2000,7.9,14,1.78,13,0,0,1,0,0,2,0.25,2,0,0,0,0,0,Defender,Midfielder,Premier League
Leo Skiri Østigård,NOR,Napoli,23,1999,18.1,11,0.61,10,0,0,0,0,1,0,0.00,0,0,0,0,0,0,,Defender,Serie A
Łukasz Skorupski,POL,Bologna,32,1991,32.0,2,0.06,1,1,0,0,0,0,0,0.00,0,0,0,0,0,0,,Goalkeeper,Serie A
Robert Skov,DEN,Hoffenheim,27,1996,14.0,45,3.21,31,9,0,2,3,0,7,0.50,6,0,0,0,1,0,Forward,Defender,Bundesliga
Milan Škriniar,SVK,Paris S-G,28,1995,18.1,7,0.39,6,0,0,1,0,0,1,0.06,1,0,0,0,0,0,,Defender,Ligue 1
Naatan Skyttä,FIN,Toulouse,21,2002,1.3,10,7.50,7,1,1,1,0,0,0,0.00,0,0,0,0,0,0,Forward,Midfielder,Ligue 1
Chris Smalling,ENG,Roma,33,1989,4.3,3,0.69,2,0,0,1,0,0,1,0.23,1,0,0,0,0,0,,Defender,Serie A
Adam Smith,ENG,Bournemouth,32,1991,23.9,31,1.30,26,4,0,0,1,0,5,0.21,5,0,0,0,0,0,,Defender,Premier League
Emile Smith Rowe,ENG,Arsenal,23,2000,3.9,13,3.31,10,1,0,1,1,0,2,0.51,1,1,0,0,0,0,,Midfielder,Premier League
Hrvoje Smolčić,CRO,Eint Frankfurt,22,2000,3.9,2,0.52,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,,Defender,Bundesliga
Cédric Soares,POR,Arsenal,31,1991,0.7,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,,Defender,Premier League
Danilo Soares,BRA,Bochum,31,1991,3.9,6,1.54,5,1,0,0,0,0,0,0.00,0,0,0,0,0,0,,Defender,Bundesliga
Eduard Sobol,UKR,Strasbourg,28,1995,0.3,1,3.60,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,,Defender,Ligue 1
Rubén Sobrino,ESP,Cádiz,31,1992,18.3,39,2.13,31,0,3,3,2,0,1,0.05,1,0,0,0,0,0,Forward,Midfielder,La Liga
Andrea Sodero,ITA,Empoli,18,2004,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,,Midfielder,Serie A
Emran Soglo,ENG,Marseille,18,2005,1.2,2,1.62,2,0,0,0,0,0,1,0.81,1,0,0,0,0,0,Defender,Midfielder,Ligue 1
Alex Sola,ESP,Alavés,24,1999,14.0,69,4.92,32,7,16,6,7,1,4,0.29,2,1,1,0,0,0,Midfielder,Forward,La Liga
Alex Sola,ESP,Real Sociedad,24,1999,0.3,1,3.00,0,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Midfielder,Defender,La Liga
Dominic Solanke,ENG,Bournemouth,25,1997,36.9,79,2.14,61,0,6,5,4,3,6,0.16,4,0,2,0,0,0,,Forward,Premier League
Ola Solbakken,NOR,Roma,24,1998,0.3,1,3.91,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,,Forward,Serie A
Carlos Soler,ESP,Paris S-G,26,1997,12.1,37,3.06,30,2,1,2,2,0,2,0.17,2,0,0,0,0,0,Defender,Midfielder,Ligue 1
Jhon Solis,COL,Girona,18,2004,4.3,14,3.29,13,0,0,1,0,0,0,0.00,0,0,0,0,0,0,,Midfielder,La Liga
Manor Solomon,ISR,Tottenham,24,1999,2.2,19,8.59,16,0,1,1,1,0,2,0.90,2,0,0,0,0,0,,Forward,Premier League
Daniele Sommariva,ITA,Genoa,26,1997,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,,Goalkeeper,Serie A
Player,,Squad,Ag,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,,Po,Bundesliga
Yann Sommer,SUI,Inter,34,1988,34.0,6,0.18,6,0,0,0,0,0,2,0.06,2,0,0,0,0,0,,Goalkeeper,Serie A
Brandon Soppy,FRA,Torino,21,2002,2.0,3,1.52,1,0,0,1,1,0,0,0.00,0,0,0,0,0,0,,Defender,Serie A
David Soria,ESP,Getafe,30,1993,37.9,10,0.26,4,6,0,0,0,0,0,0.00,0,0,0,0,0,0,,Goalkeeper,La Liga
Alberto Soro,ESP,Granada,24,1999,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,,Midfielder,La Liga
Alessandro Sorrentino,ITA,Monza,21,2002,6.1,1,0.16,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,,Goalkeeper,Serie A
Borna Sosa,CRO,Stuttgart,25,1998,0.5,5,9.78,3,2,0,0,0,0,0,0.00,0,0,0,0,0,0,Defender,Forward,Bundesliga
Hugo Sotelo,ESP,Celta Vigo,19,2003,8.0,31,3.86,24,4,2,0,0,1,1,0.12,1,0,0,0,0,0,,Midfielder,La Liga
Florian Sotoca,FRA,Lens,32,1990,28.9,109,3.78,90,3,6,4,6,0,13,0.45,11,1,1,0,0,0,Forward,Midfielder,Ligue 1
Riccardo Sottil,ITA,Fiorentina,24,1999,12.3,45,3.67,35,0,4,2,4,0,5,0.41,4,0,1,0,0,0,,Forward,Serie A
Tomáš Souček,CZE,West Ham,28,1995,31.9,42,1.32,34,1,0,4,0,3,4,0.13,4,0,0,0,0,0,,Midfielder,Premier League
Matìas Soulé,ARG,Frosinone,20,2003,34.7,188,5.42,121,25,25,10,4,3,11,0.32,7,2,1,0,0,1,Midfielder,Forward,Serie A
Boubakary Soumaré,FRA,Sevilla,24,1999,25.4,29,1.14,28,0,0,0,1,0,2,0.08,2,0,0,0,0,0,,Midfielder,La Liga
Issa Soumaré,SEN,Le Havre,22,2000,2.6,7,2.66,2,0,2,1,2,0,0,0.00,0,0,0,0,0,0,Midfielder,Forward,Ligue 1
Vinicius Souza,BRA,Sheffield Utd,24,1999,29.6,26,0.88,22,1,0,1,0,2,3,0.10,2,0,0,1,0,0,,Midfielder,Premier League
Djibril Sow,SUI,Sevilla,26,1997,16.2,43,2.65,34,0,1,4,3,1,3,0.18,3,0,0,0,0,0,,Midfielder,La Liga
Saidou Sow,GUI,Strasbourg,21,2002,8.0,5,0.63,5,0,0,0,0,0,1,0.13,1,0,0,0,0,0,,Defender,Ligue 1
Çağlar Söyüncü,TUR,Atlético Madrid,27,1996,1.3,2,1.58,2,0,0,0,0,0,1,0.79,1,0,0,0,0,0,,Defender,La Liga
Djed Spence,ENG,Genoa,22,2000,9.5,12,1.26,7,2,1,2,0,0,0,0.00,0,0,0,0,0,0,,Defender,Serie A
Stijn Spierings,NED,Toulouse,27,1996,16.8,41,2.44,34,1,1,3,1,1,3,0.18,3,0,0,0,0,0,,Midfielder,Ligue 1
Stijn Spierings,NED,Lens,27,1996,1.3,1,0.76,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,,Midfielder,Ligue 1
Leonardo Spinazzola,ITA,Roma,30,1993,14.6,44,3.02,39,1,3,1,0,0,4,0.27,3,0,1,0,0,0,,Defender,Serie A
Marco Sportiello,ITA,Milan,31,1992,7.0,2,0.29,2,0,0,0,0,0,1,0.14,1,0,0,0,0,0,,Goalkeeper,Serie A
Anton Stach,GER,Hoffenheim,24,1998,25.8,61,2.37,43,8,1,4,2,3,7,0.27,3,2,0,0,1,1,,Midfielder,Bundesliga
Anton Stach,GER,Mainz 05,24,1998,1.9,7,3.71,4,0,1,2,0,0,0,0.00,0,0,0,0,0,0,,Midfielder,Bundesliga
Jens Stage,DEN,Werder Bremen,26,1996,25.9,54,2.09,46,2,0,4,1,1,5,0.19,3,0,0,1,1,0,,Midfielder,Bundesliga
Player,,Squad,Ag,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,,Po,Bundesliga
Benjamin Stambouli,FRA,Reims,32,1990,3.2,3,0.94,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,,Midfielder,Ligue 1
Josip Stanišić,CRO,Leverkusen,23,2000,14.0,26,1.85,22,0,0,2,1,1,2,0.14,2,0,0,0,0,0,,Defender,Bundesliga
Carl Starfelt,SWE,Celta Vigo,28,1995,24.6,6,0.24,6,0,0,0,0,0,1,0.04,1,0,0,0,0,0,,Defender,La Liga
Niklas Stark,GER,Werder Bremen,28,1995,12.1,9,0.74,8,0,0,0,0,1,1,0.08,1,0,0,0,0,0,,Defender,Bundesliga
Jason Steele,ENG,Brighton,32,1990,17.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,,Goalkeeper,Premier League
Pascal Stenzel,GER,Stuttgart,27,1996,11.8,38,3.22,31,1,2,1,2,1,10,0.85,9,0,1,0,0,0,,Defender,Bundesliga
Leonidas Stergiou,SUI,Stuttgart,21,2002,6.6,7,1.06,7,0,0,0,0,0,1,0.15,1,0,0,0,0,0,,Defender,Bundesliga
Raheem Sterling,ENG,Chelsea,28,1994,22.0,85,3.87,55,0,15,4,7,4,14,0.64,7,0,4,0,3,0,Midfielder,Forward,Premier League
Trivante Stewart,JAM,Salernitana,23,2000,1.1,3,2.70,2,0,1,0,0,0,0,0.00,0,0,0,0,0,0,Midfielder,Forward,Serie A
Angelo Stiller,GER,Hoffenheim,22,2001,0.9,5,5.42,3,2,0,0,0,0,0,0.00,0,0,0,0,0,0,,Midfielder,Bundesliga
Angelo Stiller,GER,Stuttgart,22,2001,29.9,114,3.81,86,22,0,2,1,3,10,0.33,8,1,0,0,0,1,,Midfielder,Bundesliga
Kevin Stöger,AUT,Bochum,29,1993,29.6,231,7.79,131,77,5,10,7,1,18,0.61,10,6,1,1,0,0,,Midfielder,Bundesliga
Filip Stojilković,SUI,Darmstadt 98,23,2000,1.7,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Midfielder,Forward,Bundesliga
John Stones,ENG,Manchester City,29,1994,11.8,23,1.95,21,0,0,0,2,0,0,0.00,0,0,0,0,0,0,Midfielder,Defender,Premier League
Thomas Strakosha,ALB,Brentford,28,1995,1.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,,Goalkeeper,Premier League
Jørgen Strand Larsen,NOR,Celta Vigo,23,2000,31.8,61,1.92,43,0,5,9,4,0,8,0.25,5,0,0,1,2,0,,Forward,La Liga
Gabriel Strefezza,BRA,Lecce,26,1997,12.4,41,3.32,30,4,1,3,1,2,2,0.16,1,1,0,0,0,0,,Forward,Serie A
Kevin Strootman,NED,Genoa,33,1990,13.4,39,2.91,32,5,0,0,1,1,5,0.37,5,0,0,0,0,0,,Midfielder,Serie A
Cristhian Stuani,URU,Girona,36,1986,8.9,16,1.79,11,0,1,3,0,1,3,0.34,2,0,0,1,0,0,,Forward,La Liga
Álex Suárez,ESP,Las Palmas,30,1993,28.5,18,0.63,13,2,0,2,1,0,2,0.07,1,0,0,1,0,0,,Defender,La Liga
Damián Suárez,URU,Getafe,35,1988,14.4,33,2.28,28,5,0,0,0,0,4,0.28,3,1,0,0,0,0,,Defender,La Liga
Denis Suárez,ESP,Villarreal,29,1994,1.5,8,5.37,7,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Forward,Midfielder,La Liga
Gabriel Suazo,CHI,Toulouse,25,1997,26.2,83,3.17,62,11,2,1,2,5,9,0.34,8,0,0,0,0,1,,Defender,Ligue 1
Isaac Success,NGA,Udinese,27,1996,9.8,29,2.96,18,0,3,3,5,0,2,0.20,1,0,0,1,0,0,Midfielder,Forward,Serie A
Niklas Süle,GER,Dortmund,27,1995,16.8,17,1.01,17,0,0,0,0,0,2,0.12,2,0,0,0,0,0,,Defender,Bundesliga
Player,,Squad,Ag,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,,Po,Bundesliga
Ibrahim Sulemana,GHA,Cagliari,20,2003,14.9,20,1.34,17,0,1,1,1,0,1,0.07,1,0,0,0,0,0,,Midfielder,Serie A
Tomáš Suslov,SVK,Hellas Verona,21,2002,23.2,69,2.97,37,13,6,5,5,3,7,0.30,5,1,0,1,0,0,Forward,Midfielder,Serie A
Suso,ESP,Sevilla,29,1993,16.9,91,5.40,60,26,2,2,1,0,12,0.71,9,2,1,0,0,0,Forward,Midfielder,La Liga
Mattias Svanberg,SWE,Wolfsburg,24,1999,19.1,59,3.09,34,10,4,6,5,0,9,0.47,7,0,0,1,1,0,,Midfielder,Bundesliga
Max Svensson,ESP,Osasuna,,0,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,,Forward,La Liga
Mile Svilar,SRB,Roma,23,1999,15.0,3,0.20,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,,Goalkeeper,Serie A
Williot Swedberg,SWE,Celta Vigo,19,2004,4.9,11,2.26,5,0,3,2,1,0,2,0.41,0,0,1,0,1,0,Midfielder,Forward,La Liga
Karol Świderski,POL,Hellas Verona,26,1997,5.6,17,3.04,13,0,1,0,3,0,1,0.18,1,0,0,0,0,0,Midfielder,Forward,Serie A
Abakar Sylla,CIV,Strasbourg,20,2002,19.9,14,0.70,12,0,0,0,0,2,1,0.05,0,0,0,0,0,1,,Defender,Ligue 1
Dembo Sylla,GUI,Lorient,20,2002,0.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,,Defender,Ligue 1
Issiaga Sylla,GUI,Montpellier,29,1994,16.2,31,1.92,22,5,1,2,0,1,2,0.12,2,0,0,0,0,0,Forward,Defender,Ligue 1
Mamadou Sylla,SEN,Alavés,29,1994,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Midfielder,Forward,La Liga
Attila Szalai,HUN,Hoffenheim,25,1998,3.2,6,1.87,5,0,0,0,0,1,0,0.00,0,0,0,0,0,0,,Defender,Bundesliga
Attila Szalai,HUN,Freiburg,25,1998,1.1,1,0.87,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,,Defender,Bundesliga
Wojciech Szczęsny,POL,Juventus,33,1990,35.0,2,0.06,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,,Goalkeeper,Serie A
Dominik Szoboszlai,HUN,Liverpool,22,2000,23.4,115,4.92,84,21,4,3,3,0,7,0.30,5,0,0,1,1,0,,Midfielder,Premier League
Przemysław Szymiński,POL,Frosinone,29,1994,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,,Midfielder,Serie A
Alexander Sørloth,NOR,Villarreal,27,1995,27.7,68,2.46,51,0,6,8,2,1,17,0.61,8,0,2,5,2,0,,Forward,La Liga
Musa Al-Taamari,JOR,Montpellier,26,1997,21.4,70,3.27,34,2,12,6,14,2,8,0.37,3,0,3,0,2,0,,Forward,Ligue 1
Nicolás Tagliafico,ARG,Lyon,30,1992,23.6,42,1.78,28,6,1,3,3,1,2,0.08,1,0,0,0,1,0,,Defender,Ligue 1
Jonathan Tah,GER,Leverkusen,27,1996,29.2,19,0.65,15,0,0,3,0,1,4,0.14,3,0,0,1,0,0,,Defender,Bundesliga
Montassar Talbi,TUN,Lorient,25,1998,24.5,16,0.65,15,0,0,1,0,0,0,0.00,0,0,0,0,0,0,,Defender,Ligue 1
Yassin Tallal,ESP,Getafe,18,2005,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,,Forward,La Liga
Adrien Tameze,CMR,Torino,29,1994,23.8,32,1.34,29,0,0,1,0,2,4,0.17,2,0,0,0,0,2,Midfielder,Defender,Serie A
Renato Tapia,PER,Celta Vigo,28,1995,14.9,27,1.82,22,0,1,2,1,1,0,0.00,0,0,0,0,0,0,Defender,Midfielder,La Liga
Player,,Squad,Ag,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,,Po,Bundesliga
Edmond Tapsoba,BFA,Leverkusen,24,1999,23.2,38,1.64,36,1,0,0,1,0,6,0.26,6,0,0,0,0,0,,Defender,Bundesliga
Matt Targett,ENG,Newcastle Utd,27,1995,0.9,4,4.62,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,,Defender,Premier League
Oussama Targhalline,MAR,Le Havre,21,2002,11.4,24,2.11,18,0,0,0,3,3,2,0.18,2,0,0,0,0,0,,Midfielder,Ligue 1
James Tarkowski,ENG,Everton,30,1992,38.0,44,1.16,38,0,1,4,0,1,3,0.08,3,0,0,0,0,0,,Defender,Premier League
César Tárrega,ESP,Valencia,21,2002,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,,Defender,La Liga
Jimi Tauriainen,ENG,Chelsea,19,2004,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,,Forward,Premier League
Nuno Tavares,POR,Nott'ham Forest,23,2000,5.1,9,1.77,8,0,1,0,0,0,0,0.00,0,0,0,0,0,0,,Defender,Premier League
Marcus Tavernier,ENG,Bournemouth,24,1999,23.5,101,4.29,72,14,5,5,4,1,9,0.38,6,2,0,0,1,0,,Forward,Premier League
Elayis Tavsan,NED,Hellas Verona,22,2001,0.6,1,1.80,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Forward,Midfielder,Serie A
Charlie Taylor,ENG,Burnley,29,1993,25.9,34,1.31,30,0,0,2,1,1,2,0.08,1,0,0,1,0,0,,Defender,Premier League
Marciano Tchami,GNB,Almería,19,2004,0.5,1,2.14,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Midfielder,Forward,La Liga
Loum Tchaouna,FRA,Salernitana,19,2003,23.3,56,2.40,42,1,5,6,2,0,7,0.30,4,0,2,1,0,0,Midfielder,Forward,Serie A
Jackson Tchatchoua,CMR,Hellas Verona,21,2001,19.2,33,1.72,27,2,2,0,1,1,2,0.10,2,0,0,0,0,0,,Defender,Serie A
Enzo Tchato,CMR,Montpellier,20,2002,12.5,18,1.44,13,3,0,0,1,1,0,0.00,0,0,0,0,0,0,,Defender,Ligue 1
Aurélien Tchouaméni,FRA,Real Madrid,23,2000,22.1,35,1.58,30,0,1,3,0,1,11,0.50,10,0,0,1,0,0,Defender,Midfielder,La Liga
Mathys Tel,FRA,Bayern Munich,18,2005,11.7,45,3.86,25,0,9,8,3,0,13,1.11,8,0,3,1,1,0,Midfielder,Forward,Bundesliga
