Player,Nation,Squad,Age,Born,90s,SCA SCA,SCA SCA90,SCA Types PassLive,SCA Types PassDead,SCA Types TO,SCA Types Sh,SCA Types Fld,SCA Types Def,GCA GCA,GCA GCA90,GCA Types PassLive,GCA Types PassDead,GCA Types TO,GCA Types Sh,GCA Types Fld,GCA Types Def,Position_2,Position,League
Samuele Ricci,ITA,Torino,21,2001,26.6,68,2.56,50,8,2,4,4,0,7,0.26,3,0,1,2,1,0,,Midfielder,Serie A
Player,,Squad,Ag,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,,Po,Bundesliga
Declan Rice,ENG,Arsenal,24,1999,35.8,100,2.79,71,16,3,5,0,5,12,0.33,6,5,0,1,0,0,,Midfielder,Premier League
Chris Richards,USA,Crystal Palace,23,2000,23.3,16,0.69,11,0,0,2,0,3,3,0.13,3,0,0,0,0,0,Midfielder,Defender,Premier League
Amir Richardson,MAR,Reims,21,2002,15.0,29,1.93,24,0,0,4,0,1,1,0.07,1,0,0,0,0,0,,Midfielder,Ligue 1
Richarlison,BRA,Tottenham,26,1997,16.6,34,2.05,23,0,3,5,2,1,5,0.30,5,0,0,0,0,0,,Forward,Premier League
Marco Richter,GER,Mainz 05,25,1997,8.0,28,3.51,14,5,2,5,2,0,1,0.13,0,1,0,0,0,0,Forward,Midfielder,Bundesliga
Diego Rico,ESP,Getafe,30,1993,28.2,61,2.17,46,10,0,1,3,1,6,0.21,6,0,0,0,0,0,,Defender,La Liga
Clemens Riedel,GER,Darmstadt 98,20,2003,8.4,20,2.38,13,1,2,3,0,1,2,0.24,2,0,0,0,0,0,,Defender,Bundesliga
Fabian Rieder,SUI,Rennes,21,2002,4.1,13,3.21,11,2,0,0,0,0,0,0.00,0,0,0,0,0,0,,Midfielder,Ligue 1
Jaïro Riedewald,NED,Crystal Palace,26,1996,2.6,1,0.38,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Forward,Midfielder,Premier League
Manuel Riemann,GER,Bochum,34,1988,33.0,29,0.88,21,8,0,0,0,0,3,0.09,2,1,0,0,0,0,,Goalkeeper,Bundesliga
Luis Rioja,ESP,Alavés,29,1993,27.8,81,2.92,57,14,5,3,2,0,7,0.25,6,1,0,0,0,0,Midfielder,Forward,La Liga
Rémy Riou,FRA,Lyon,35,1987,3.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,,Goalkeeper,Ligue 1
Rodrigo Riquelme,ESP,Atlético Madrid,23,2000,17.0,61,3.60,47,6,5,2,1,0,11,0.65,6,2,2,0,1,0,Midfielder,Defender,La Liga
Alberto Risco,ESP,Getafe,17,2005,1.5,8,5.26,7,0,1,0,0,0,0,0.00,0,0,0,0,0,0,,Midfielder,La Liga
Mihailo Ristić,SRB,Celta Vigo,27,1995,9.0,20,2.23,11,4,2,0,2,1,0,0.00,0,0,0,0,0,0,Midfielder,Defender,La Liga
Matt Ritchie,SCO,Newcastle Utd,33,1989,1.4,3,2.11,3,0,0,0,0,0,1,0.70,1,0,0,0,0,0,Midfielder,Forward,Premier League
Gorka Rivera Alonso,ESP,Getafe,18,2004,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,,Defender,La Liga
Sergi Roberto,ESP,Barcelona,31,1992,9.6,24,2.51,21,0,1,1,0,1,3,0.31,3,0,0,0,0,0,Defender,Midfielder,La Liga
Lucas Robertone,ARG,Almería,26,1997,26.5,75,2.84,58,5,2,5,1,4,7,0.26,7,0,0,0,0,0,,Midfielder,La Liga
Connor Roberts,WAL,Burnley,27,1995,9.1,18,1.97,13,5,0,0,0,0,3,0.33,3,0,0,0,0,0,,Defender,Premier League
Andrew Robertson,SCO,Liverpool,29,1994,18.8,97,5.16,62,33,1,0,1,0,5,0.27,3,2,0,0,0,0,,Defender,Premier League
Antonee Robinson,USA,Fulham,25,1997,36.3,69,1.90,63,2,2,0,1,1,7,0.19,7,0,0,0,0,0,,Defender,Premier League
Jack Robinson,ENG,Sheffield Utd,29,1993,32.1,23,0.72,12,7,0,3,0,1,1,0.03,0,1,0,0,0,0,,Defender,Premier League
Marc Roca,ESP,Betis,26,1996,22.0,59,2.68,49,3,2,0,3,2,3,0.14,3,0,0,0,0,0,,Midfielder,La Liga
Sebastian Rode,GER,Eint Frankfurt,32,1990,0.7,3,4.43,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,,Midfielder,Bundesliga
Player,,Squad,Ag,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,,Po,Bundesliga
Sergio Rodelas,ESP,Granada,18,2004,1.4,6,4.43,3,1,0,0,1,1,1,0.74,1,0,0,0,0,0,Defender,Forward,La Liga
Rodri,ESP,Manchester City,27,1996,32.6,157,4.82,130,2,8,5,6,6,23,0.71,17,0,3,1,1,1,,Midfielder,Premier League
Rodri,ESP,Betis,23,2000,11.7,33,2.83,24,1,3,2,3,0,0,0.00,0,0,0,0,0,0,Midfielder,Forward,La Liga
Óscar Rodríguez Arnaiz,ESP,Getafe,25,1998,10.7,49,4.56,37,5,4,2,1,0,4,0.37,3,0,1,0,0,0,Forward,Midfielder,La Liga
Damián Rodríguez,ESP,Celta Vigo,20,2003,2.9,8,2.79,7,1,0,0,0,0,3,1.05,3,0,0,0,0,0,,Midfielder,La Liga
Dani Rodríguez,ESP,Mallorca,35,1988,29.1,99,3.41,54,38,1,4,2,0,9,0.31,3,5,0,1,0,0,,Midfielder,La Liga
Guido Rodríguez,ARG,Betis,29,1994,20.5,24,1.17,18,1,0,4,0,1,6,0.29,4,0,0,2,0,0,,Midfielder,La Liga
Jay Rodriguez,ENG,Burnley,34,1989,9.1,13,1.42,7,0,2,4,0,0,1,0.11,1,0,0,0,0,0,,Forward,Premier League
Kirian Rodríguez,ESP,Las Palmas,27,1996,35.7,77,2.16,73,0,1,2,1,0,9,0.25,9,0,0,0,0,0,,Midfielder,La Liga
Miguel Rodríguez,ESP,Celta Vigo,20,2003,3.3,6,1.80,4,0,0,0,2,0,0,0.00,0,0,0,0,0,0,,Midfielder,La Liga
Ricardo Rodríguez,SUI,Torino,30,1992,30.8,49,1.59,41,5,1,1,1,0,3,0.10,3,0,0,0,0,0,,Defender,Serie A
Rodrygo,BRA,Real Madrid,22,2001,26.4,111,4.20,71,5,22,6,5,2,14,0.53,7,0,5,1,0,1,,Forward,La Liga
Mads Roerslev,DEN,Brentford,24,1999,22.1,33,1.50,29,0,3,0,0,1,3,0.14,3,0,0,0,0,0,,Defender,Premier League
Rogério,BRA,Wolfsburg,25,1998,10.1,19,1.89,16,0,2,0,1,0,1,0.10,1,0,0,0,0,0,,Defender,Bundesliga
Morgan Rogers,ENG,Aston Villa,21,2002,7.1,23,3.25,18,0,3,0,2,0,4,0.57,2,0,1,0,1,0,Forward,Midfielder,Premier League
Merlin Röhl,GER,Freiburg,21,2002,16.4,45,2.74,35,0,3,5,2,0,6,0.37,4,0,1,1,0,0,Forward,Midfielder,Bundesliga
Alessio Romagnoli,ITA,Lazio,28,1995,26.8,12,0.45,11,0,0,1,0,0,1,0.04,1,0,0,0,0,0,,Defender,Serie A
Simone Romagnoli,ITA,Frosinone,33,1990,30.2,8,0.27,7,1,0,0,0,0,1,0.03,1,0,0,0,0,0,,Defender,Serie A
Carlos Romero,ESP,Villarreal,21,2001,2.9,1,0.34,1,0,0,0,0,0,1,0.34,1,0,0,0,0,0,,Defender,La Liga
Cristian Romero,ARG,Tottenham,25,1998,31.0,35,1.13,28,2,0,3,0,2,2,0.06,1,0,0,1,0,0,,Defender,Premier League
Luka Romero,ARG,Milan,18,2004,1.0,2,2.02,0,0,0,0,2,0,0,0.00,0,0,0,0,0,0,Midfielder,Forward,Serie A
Luka Romero,ARG,Almería,18,2004,4.9,10,2.05,6,0,2,1,1,0,4,0.82,2,0,1,1,0,0,,Forward,La Liga
Oriol Romeu,ESP,Barcelona,31,1991,10.4,17,1.63,13,0,1,3,0,0,2,0.19,2,0,0,0,0,0,,Midfielder,La Liga
Valentin Rongier,FRA,Marseille,28,1994,9.5,28,2.96,25,0,2,0,0,1,1,0.11,1,0,0,0,0,0,,Midfielder,Ligue 1
Frank Ronstadt,GER,Darmstadt 98,26,1997,0.8,3,3.55,2,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Midfielder,Defender,Bundesliga
Player,,Squad,Ag,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,,Po,Bundesliga
Marten de Roon,NED,Atalanta,32,1991,28.9,54,1.87,43,5,0,2,2,2,7,0.24,7,0,0,0,0,0,Defender,Midfielder,Serie A
Unai Ropero,ESP,Alavés,21,2001,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,,Midfielder,La Liga
Vitor Roque,BRA,Barcelona,18,2005,3.6,4,1.10,1,0,1,2,0,0,1,0.27,0,0,0,1,0,0,,Forward,La Liga
Pablo Rosario,NED,Nice,26,1997,22.3,39,1.75,34,1,0,1,2,1,5,0.22,2,0,0,1,2,0,Defender,Midfielder,Ligue 1
Valentin Rosier,FRA,Nice,26,1996,0.6,4,6.92,1,1,0,1,1,0,0,0.00,0,0,0,0,0,0,Midfielder,Defender,Ligue 1
Francesco Rossi,ITA,Atalanta,32,1991,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,,Goalkeeper,Serie A
Joe Rothwell,ENG,Bournemouth,28,1995,4.3,12,2.80,6,3,1,1,1,0,1,0.23,1,0,0,0,0,0,,Midfielder,Premier League
Anthony Rouault,FRA,Stuttgart,22,2001,11.2,18,1.60,18,0,0,0,0,0,4,0.36,4,0,0,0,0,0,,Defender,Bundesliga
Jérôme Roussillon,FRA,Union Berlin,30,1993,8.4,20,2.39,14,0,2,1,1,2,2,0.24,2,0,0,0,0,0,,Defender,Bundesliga
Nicolò Rovella,ITA,Lazio,21,2001,14.6,22,1.50,16,2,1,0,1,2,4,0.27,4,0,0,0,0,0,,Midfielder,Serie A
Amir Rrahmani,KVX,Napoli,29,1994,28.9,43,1.49,34,0,1,4,1,3,5,0.17,5,0,0,0,0,0,,Defender,Serie A
Ruan,BRA,Sassuolo,24,1999,16.8,9,0.53,7,0,0,0,1,1,2,0.12,1,0,0,0,1,0,,Defender,Serie A
Pelly Ruddock Mpanzu,COD,Luton Town,30,1993,12.2,19,1.55,12,1,2,1,2,1,0,0.00,0,0,0,0,0,0,,Midfielder,Premier League
Antonio Rüdiger,GER,Real Madrid,30,1993,30.1,21,0.70,16,0,0,5,0,0,5,0.17,4,0,0,1,0,0,,Defender,La Liga
Fabian Rüdlin,GER,Freiburg,26,1997,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,,Midfielder,Bundesliga
Javier Rueda Garcia,ESP,Celta Vigo,21,2002,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Defender,Midfielder,La Liga
Daniele Rugani,ITA,Juventus,29,1994,13.2,12,0.91,9,0,0,2,0,1,2,0.15,1,0,0,1,0,0,,Defender,Serie A
Matteo Ruggeri,ITA,Atalanta,21,2002,27.2,64,2.35,56,4,2,1,0,1,11,0.40,9,2,0,0,0,0,,Defender,Serie A
Mário Rui,POR,Napoli,32,1991,13.4,41,3.06,25,13,0,0,3,0,2,0.15,2,0,0,0,0,0,,Defender,Serie A
Aitor Ruibal,ESP,Betis,27,1996,11.3,33,2.92,27,1,2,1,1,1,3,0.27,3,0,0,0,0,0,Forward,Defender,La Liga
Fabián Ruiz Peña,ESP,Paris S-G,27,1996,13.3,40,3.01,32,1,5,2,0,0,6,0.45,4,1,1,0,0,0,,Midfielder,Ligue 1
Sergio Ruiz,ESP,Granada,28,1994,27.7,47,1.70,33,1,4,4,4,1,7,0.25,6,1,0,0,0,0,,Midfielder,La Liga
Julian Ryerson,NOR,Dortmund,25,1997,19.6,29,1.48,22,0,2,2,1,2,4,0.20,2,0,1,0,0,1,,Defender,Bundesliga
Frederik Rønnow,DEN,Union Berlin,30,1992,33.0,4,0.12,1,2,0,1,0,0,0,0.00,0,0,0,0,0,0,,Goalkeeper,Bundesliga
José Sá,POR,Wolves,30,1993,33.7,3,0.09,3,0,0,0,0,0,1,0.03,1,0,0,0,0,0,,Goalkeeper,Premier League
Player,,Squad,Ag,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,,Po,Bundesliga
Youssouf Sabaly,SEN,Betis,30,1993,11.6,17,1.46,15,1,1,0,0,0,3,0.26,2,1,0,0,0,0,,Defender,La Liga
Emmanuel Sabbi,USA,Le Havre,25,1997,17.6,44,2.50,26,1,5,5,7,0,6,0.34,3,0,1,1,1,0,Midfielder,Forward,Ligue 1
Stefano Sabelli,ITA,Genoa,30,1993,27.0,59,2.19,44,5,2,2,5,1,2,0.07,2,0,0,0,0,0,,Defender,Serie A
Marcel Sabitzer,AUT,Dortmund,29,1994,21.8,70,3.21,53,6,4,5,2,0,9,0.41,8,0,0,0,1,0,,Midfielder,Bundesliga
Falaye Sacko,MLI,Montpellier,28,1995,15.4,27,1.76,23,1,0,0,2,1,4,0.26,4,0,0,0,0,0,,Defender,Ligue 1
Dominic Sadi,ENG,Bournemouth,19,2003,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,,Forward,Premier League
Umar Sadiq,NGA,Real Sociedad,26,1997,12.0,23,1.92,10,0,6,4,2,1,2,0.17,1,0,1,0,0,0,,Forward,La Liga
Alexis Saelemaekers,BEL,Bologna,24,1999,21.0,85,4.06,52,18,6,5,4,0,10,0.48,6,0,1,1,2,0,Midfielder,Forward,Serie A
Pablo Saenz,,Granada,,0,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,,Midfielder,La Liga
Modibo Sagnan,MLI,Montpellier,24,1999,11.7,8,0.68,7,0,0,0,0,1,1,0.09,1,0,0,0,0,0,,Defender,Ligue 1
Wesley Saïd,FRA,Lens,28,1995,11.3,38,3.35,25,0,4,5,2,2,5,0.44,1,0,2,1,1,0,Midfielder,Forward,Ligue 1
Théo Sainte-Luce,FRA,Montpellier,24,1998,3.8,3,0.78,0,1,0,0,1,1,0,0.00,0,0,0,0,0,0,,Defender,Ligue 1
Bukayo Saka,ENG,Arsenal,21,2001,32.4,188,5.80,137,26,10,9,4,2,21,0.65,16,2,1,1,1,0,,Forward,Premier League
Mamadou Sakho,FRA,Montpellier,33,1990,0.1,1,12.86,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,,Defender,Ligue 1
Ibrahim Salah,MAR,Rennes,21,2001,5.8,17,2.93,13,0,1,3,0,0,1,0.17,1,0,0,0,0,0,Midfielder,Forward,Ligue 1
Mohamed Salah,EGY,Liverpool,31,1992,28.2,139,4.94,103,2,7,21,5,1,20,0.71,14,0,2,3,1,0,,Forward,Premier League
Amine Salama,FRA,Reims,23,2000,3.5,8,2.30,7,0,0,1,0,0,0,0.00,0,0,0,0,0,0,,Forward,Ligue 1
Kike Salas,ESP,Sevilla,21,2002,17.8,13,0.73,9,1,0,1,1,1,0,0.00,0,0,0,0,0,0,,Defender,La Liga
William Saliba,FRA,Arsenal,22,2001,38.0,29,0.76,26,0,1,2,0,0,3,0.08,3,0,0,0,0,0,,Defender,Premier League
Mohammed Salisu,GHA,Monaco,24,1999,11.5,10,0.87,9,0,0,0,0,1,2,0.17,2,0,0,0,0,0,,Defender,Ligue 1
Roland Sallai,HUN,Freiburg,26,1997,20.4,69,3.38,51,0,2,11,5,0,10,0.49,5,0,0,3,2,0,Forward,Midfielder,Bundesliga
Yoann Salmier,GUF,Le Havre,30,1992,17.4,17,0.98,15,1,0,1,0,0,3,0.17,2,0,0,1,0,0,,Defender,Ligue 1
Salvi,ESP,Rayo Vallecano,32,1991,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,,Midfielder,La Liga
Lazar Samardzic,SRB,Udinese,21,2002,26.4,124,4.70,62,38,14,6,2,2,6,0.23,1,1,3,1,0,0,,Midfielder,Serie A
Diadie Samassékou,MLI,Cádiz,27,1996,1.0,3,2.97,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,,Midfielder,La Liga
Player,,Squad,Ag,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,,Po,Bundesliga
Diadie Samassékou,MLI,Hoffenheim,27,1996,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,,Midfielder,Bundesliga
Mama Samba Baldé,GNB,Lyon,27,1995,6.1,21,3.42,13,0,5,2,1,0,7,1.14,3,0,4,0,0,0,Midfielder,Forward,Ligue 1
Brice Samba,FRA,Lens,29,1994,33.0,8,0.24,7,1,0,0,0,0,1,0.03,1,0,0,0,0,0,,Goalkeeper,Ligue 1
Albert Sambi Lokonga,BEL,Luton Town,23,1999,14.5,27,1.86,22,0,0,1,3,1,3,0.21,3,0,0,0,0,0,,Midfielder,Premier League
Junior Sambia,FRA,Salernitana,26,1996,11.5,27,2.36,18,4,1,3,1,0,4,0.35,2,2,0,0,0,0,Midfielder,Defender,Serie A
Fede San Emeterio,ESP,Cádiz,26,1997,1.7,2,1.18,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,,Midfielder,La Liga
Antonio Sanabria,PAR,Torino,27,1996,23.7,38,1.60,29,0,1,7,1,0,3,0.13,2,0,0,1,0,0,Midfielder,Forward,Serie A
Oihan Sancet,ESP,Athletic Club,23,2000,21.9,84,3.83,68,0,6,6,4,0,9,0.41,8,0,0,1,0,0,,Midfielder,La Liga
Renato Sanches,POR,Roma,25,1997,1.6,6,3.70,6,0,0,0,0,0,1,0.62,1,0,0,0,0,0,,Midfielder,Serie A
Ricard Sánchez,ESP,Granada,23,2000,25.5,42,1.65,40,2,0,0,0,0,1,0.04,1,0,0,0,0,0,,Defender,La Liga
Alexis Sánchez,CHI,Inter,34,1988,8.5,35,4.12,28,3,1,1,1,1,8,0.94,6,2,0,0,0,0,Midfielder,Forward,Serie A
Antonio Sánchez,ESP,Mallorca,26,1997,16.1,33,2.05,24,0,2,2,3,2,2,0.12,2,0,0,0,0,0,,Midfielder,La Liga
Davinson Sánchez,COL,Tottenham,27,1996,0.9,1,1.17,0,0,0,1,0,0,0,0.00,0,0,0,0,0,0,,Defender,Premier League
Juanlu Sánchez,ESP,Sevilla,19,2003,13.1,35,2.66,31,0,3,0,1,0,3,0.23,3,0,0,0,0,0,,Defender,La Liga
Manu Sánchez,ESP,Celta Vigo,22,2000,19.7,41,2.08,35,0,4,2,0,0,6,0.30,6,0,0,0,0,0,Midfielder,Defender,La Liga
Robert Sánchez,ESP,Chelsea,25,1997,15.9,2,0.13,1,1,0,0,0,0,0,0.00,0,0,0,0,0,0,,Goalkeeper,Premier League
Jadon Sancho,ENG,Manchester Utd,23,2000,0.9,4,4.62,1,1,0,0,1,1,1,1.15,0,1,0,0,0,0,Midfielder,Forward,Premier League
Jadon Sancho,ENG,Dortmund,23,2000,10.5,51,4.85,36,5,7,1,2,0,6,0.57,2,0,2,0,2,0,Midfielder,Forward,Bundesliga
Alex Sandro,BRA,Juventus,32,1991,8.0,14,1.75,9,0,0,2,1,2,1,0.12,0,0,0,0,1,0,,Defender,Serie A
Ibou Sané,SEN,Metz,18,2005,1.4,2,1.41,1,0,1,0,0,0,0,0.00,0,0,0,0,0,0,Forward,Midfielder,Ligue 1
Leroy Sané,GER,Bayern Munich,27,1996,23.7,143,6.02,98,22,10,7,5,1,18,0.76,12,3,1,1,0,1,,Forward,Bundesliga
Sadibou Sané,SEN,Metz,19,2004,9.4,5,0.53,4,0,0,0,1,0,0,0.00,0,0,0,0,0,0,,Defender,Ligue 1
Arouna Sangante,SEN,Le Havre,21,2002,29.9,39,1.31,28,4,0,0,3,4,4,0.13,2,0,0,0,1,1,,Defender,Ligue 1
Ibrahim Sangaré,CIV,Nott'ham Forest,25,1997,11.5,18,1.57,15,0,0,1,1,1,2,0.17,2,0,0,0,0,0,,Midfielder,Premier League
Morgan Sanson,FRA,Nice,28,1994,21.8,74,3.39,44,21,2,5,1,1,5,0.23,3,1,0,0,0,1,,Midfielder,Ligue 1
Player,,Squad,Ag,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,,Po,Bundesliga
Nicola Sansone,ITA,Lecce,31,1991,8.5,44,5.16,29,5,4,2,2,2,3,0.35,2,0,1,0,0,0,Midfielder,Forward,Serie A
Baptiste Santamaria,FRA,Rennes,28,1995,21.4,48,2.24,39,1,1,3,1,3,3,0.14,2,0,0,1,0,0,,Midfielder,Ligue 1
Jesús Santiago,ESP,Getafe,19,2004,7.3,12,1.65,9,0,0,1,2,0,0,0.00,0,0,0,0,0,0,,Midfielder,La Liga
Andrey Santos,BRA,Nott'ham Forest,19,2004,0.1,2,22.50,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,,Midfielder,Premier League
Andrey Santos,BRA,Strasbourg,19,2004,9.2,19,2.06,14,0,3,1,1,0,0,0.00,0,0,0,0,0,0,,Midfielder,Ligue 1
Tiago santos,POR,Lille,21,2002,26.3,68,2.59,46,4,7,0,10,1,6,0.23,4,1,1,0,0,0,,Defender,Ligue 1
Paco Sanz,ESP,Almería,18,2004,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,,Defender,La Liga
Riccardo Saponara,ITA,Hellas Verona,31,1991,3.8,7,1.84,6,0,0,0,1,0,1,0.26,1,0,0,0,0,0,Midfielder,Forward,Serie A
Pablo Sarabia,ESP,Wolves,31,1992,19.4,87,4.49,49,26,2,4,5,1,11,0.57,7,4,0,0,0,0,Forward,Midfielder,Premier League
Amin Sarr,SWE,Lyon,22,2001,1.1,3,2.73,1,0,0,2,0,0,0,0.00,0,0,0,0,0,0,Midfielder,Forward,Ligue 1
Amin Sarr,SWE,Wolfsburg,22,2001,4.3,5,1.17,4,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Midfielder,Forward,Bundesliga
Bouna Sarr,SEN,Bayern Munich,31,1992,1.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,,Defender,Bundesliga
Ismaila Sarr,SEN,Marseille,25,1998,16.1,40,2.49,30,0,2,3,5,0,5,0.31,5,0,0,0,0,0,Midfielder,Forward,Ligue 1
Mamadou Sarr,FRA,Lyon,17,2005,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,,Defender,Ligue 1
Martin Satriano,URU,Brest,22,2001,20.7,57,2.75,39,1,5,7,3,2,6,0.29,5,0,0,1,0,0,,Forward,Ligue 1
Téji Savanier,FRA,Montpellier,31,1991,30.7,184,5.99,100,55,6,11,8,4,19,0.62,11,5,1,2,0,0,,Midfielder,Ligue 1
Stefan Savić,MNE,Atlético Madrid,32,1991,18.1,12,0.66,10,0,0,1,0,1,3,0.17,2,0,0,1,0,0,,Defender,La Liga
Sávio,BRA,Girona,19,2004,33.1,118,3.57,85,1,15,7,10,0,25,0.76,19,0,4,0,2,0,Midfielder,Forward,La Liga
Zanos Savva,CYP,Torino,17,2005,0.3,1,3.21,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Midfielder,Defender,Serie A
Saba Sazonov,GEO,Torino,21,2002,4.0,2,0.51,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,,Defender,Serie A
Joe Scally,USA,Gladbach,20,2002,24.8,30,1.21,23,2,0,1,3,1,5,0.20,5,0,0,0,0,0,,Defender,Bundesliga
Giorgio Scalvini,ITA,Atalanta,19,2003,28.3,43,1.52,36,0,0,6,0,1,9,0.32,8,0,0,1,0,0,,Defender,Serie A
Gianluca Scamacca,ITA,Atalanta,24,1999,16.1,62,3.84,55,0,1,3,2,1,12,0.74,11,0,0,0,1,0,,Forward,Serie A
Dane Scarlett,ENG,Tottenham,19,2004,0.2,1,4.09,0,0,0,0,0,1,0,0.00,0,0,0,0,0,0,,Forward,Premier League
Kevin Schade,GER,Brentford,21,2001,3.7,12,3.22,8,0,1,1,2,0,3,0.81,2,0,0,0,1,0,Midfielder,Forward,Premier League
Player,,Squad,Ag,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,,Po,Bundesliga
András Schäfer,HUN,Union Berlin,24,1999,13.5,38,2.82,31,3,1,2,0,1,4,0.30,3,0,0,1,0,0,,Midfielder,Bundesliga
Fabian Schär,SUI,Newcastle Utd,31,1991,33.9,47,1.39,33,2,2,4,5,1,12,0.35,8,0,0,0,3,1,,Defender,Premier League
Patrik Schick,CZE,Leverkusen,27,1996,11.8,30,2.54,19,0,3,5,2,1,3,0.25,0,0,0,2,1,0,,Forward,Bundesliga
Stefan Schimmer,GER,Heidenheim,29,1994,1.7,4,2.32,2,0,0,1,0,1,1,0.58,1,0,0,0,0,0,Forward,Midfielder,Bundesliga
Xaver Schlager,AUT,RB Leipzig,25,1997,27.5,85,3.09,80,0,1,1,3,0,10,0.36,9,0,0,1,0,0,,Midfielder,Bundesliga
Keven Schlotterbeck,GER,Bochum,26,1997,24.3,27,1.11,15,0,1,6,4,1,3,0.12,1,0,0,0,2,0,,Defender,Bundesliga
Nico Schlotterbeck,GER,Dortmund,23,1999,31.8,46,1.45,35,0,3,5,1,2,6,0.19,5,0,0,0,1,0,,Defender,Bundesliga
Jeffrey Schlupp,GHA,Crystal Palace,30,1992,15.0,28,1.86,21,0,2,1,2,2,3,0.20,3,0,0,0,0,0,Midfielder,Forward,Premier League
Romano Schmid,AUT,Werder Bremen,23,2000,28.9,118,4.08,101,4,4,2,6,1,16,0.55,15,0,0,1,0,0,Forward,Midfielder,Bundesliga
Kenneth Schmidt,GER,Freiburg,21,2002,0.8,3,3.97,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,,Defender,Bundesliga
Niklas Schmidt,GER,Toulouse,25,1998,14.1,48,3.40,34,10,2,1,1,0,3,0.21,2,1,0,0,0,0,,Midfielder,Ligue 1
Benno Schmitz,GER,Köln,28,1994,12.8,27,2.10,21,2,2,1,1,0,3,0.23,2,1,0,0,0,0,,Defender,Bundesliga
Fabian Schnellhardt,GER,Darmstadt 98,29,1994,2.6,8,3.06,4,1,1,2,0,0,0,0.00,0,0,0,0,0,0,,Midfielder,Bundesliga
Jan Schöppner,GER,Heidenheim,24,1999,22.2,32,1.44,29,0,2,1,0,0,2,0.09,2,0,0,0,0,0,,Midfielder,Bundesliga
Marcel Schuhen,GER,Darmstadt 98,30,1993,31.0,11,0.35,8,3,0,0,0,0,0,0.00,0,0,0,0,0,0,,Goalkeeper,Bundesliga
Perr Schuurs,NED,Torino,23,1999,8.6,2,0.23,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,,Defender,Serie A
Marvin Schwäbe,GER,Köln,28,1995,34.0,8,0.24,7,1,0,0,0,0,0,0.00,0,0,0,0,0,0,,Goalkeeper,Bundesliga
Alexander Schwolow,GER,Union Berlin,31,1992,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,,Goalkeeper,Bundesliga
Alex Scott,ENG,Bournemouth,19,2003,11.3,44,3.91,32,5,2,2,2,1,3,0.27,2,0,1,0,0,0,,Midfielder,Premier League
Simone Scuffet,ITA,Cagliari,27,1996,31.0,2,0.06,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,,Goalkeeper,Serie A
