Player,Nation,Pos,Age,MP,Playing Time Starts,Playing Time Min,Playing Time 90s,Performance Gls,Performance Ast,Performance G+A,Performance G-PK,Performance PK,Performance PKatt,Performance CrdY,Performance CrdR,Expected xG,Expected npxG,Expected xAG,Expected npxG+xAG,Progression PrgC,Progression PrgP,Progression PrgR,Per 90 Minutes Gls,Per 90 Minutes Ast,Per 90 Minutes G+A,Per 90 Minutes G-PK,Per 90 Minutes G+A-PK,Per 90 Minutes xG,Per 90 Minutes xAG,Per 90 Minutes xG+xAG,Per 90 Minutes npxG,Per 90 Minutes npxG+xAG,Matches,League,Team,Playing Time MP
Iker Seguín,es ESP,"DF,MF",34-345,,7,582.0,6.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.7,0.7,11.0,16.0,23.0,0.0,0.0,0.0,0.0,0.0,0.01,0.11,0.11,0.01,0.11,Matches,Segunda Division,Amorebieta,10.0
Cosimo Marco Da Graca,it ITA,"FW,MF",22-051,,4,440.0,4.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.1,0.0,3.0,21.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.02,0.01,0.02,Matches,Segunda Division,Amorebieta,12.0
Jorge Yriarte,ve VEN,MF,24-109,,2,376.0,4.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4,0.4,0.1,0.5,8.0,16.0,9.0,0.0,0.0,0.0,0.0,0.0,0.09,0.03,0.11,0.09,0.11,Matches,Segunda Division,Amorebieta,15.0
Luis Quintero,co COL,"FW,MF",19-253,,2,365.0,4.1,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.9,0.9,0.2,1.1,24.0,21.0,39.0,0.0,0.25,0.25,0.0,0.25,0.21,0.06,0.27,0.21,0.27,Matches,Segunda Division,Amorebieta,18.0
Angel Troncho,es ESP,"MF,FW",21-263,,2,194.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.3,6.0,4.0,15.0,0.0,0.0,0.0,0.0,0.0,0.14,0.02,0.16,0.14,0.16,Matches,Segunda Division,Amorebieta,3.0
Jürgen Locadia,cw CUW,"FW,MF",30-227,,0,57.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,1.4,0.1,1.5,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2.16,0.14,2.3,2.16,2.3,Matches,Segunda Division,Amorebieta,4.0
Unai Marino,es ESP,GK,24-194,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Segunda Division,Amorebieta,0.0
Churripi,es ESP,GK,30-049,41.0,41,3690.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Segunda Division,Burgos,
Aitor Córdoba,es ESP,DF,29-031,41.0,41,3614.0,40.2,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.7,1.7,0.3,2.0,18.0,102.0,6.0,0.0,0.0,0.0,0.0,0.0,0.04,0.01,0.05,0.04,0.05,Matches,Segunda Division,Burgos,
Curro,es ESP,"FW,MF",28-170,41.0,40,3540.0,39.3,15.0,5.0,20.0,9.0,6.0,7.0,8.0,0.0,10.8,5.4,8.1,13.5,77.0,161.0,242.0,0.38,0.13,0.51,0.23,0.36,0.28,0.21,0.48,0.14,0.34,Matches,Segunda Division,Burgos,
Jose Matos,es ESP,DF,29-046,38.0,36,3144.0,34.9,3.0,5.0,8.0,3.0,0.0,0.0,10.0,0.0,0.7,0.7,4.2,4.8,69.0,141.0,192.0,0.09,0.14,0.23,0.09,0.23,0.02,0.12,0.14,0.02,0.14,Matches,Segunda Division,Burgos,
Unai Elgezabal,es ESP,"DF,MF",31-057,35.0,32,2767.0,30.7,1.0,0.0,1.0,1.0,0.0,0.0,11.0,0.0,1.6,1.6,1.0,2.7,4.0,101.0,12.0,0.03,0.0,0.03,0.03,0.03,0.05,0.03,0.09,0.05,0.09,Matches,Segunda Division,Burgos,
Fernando Niño,es ESP,FW,23-241,37.0,32,2638.0,29.3,7.0,4.0,11.0,7.0,0.0,0.0,8.0,0.0,9.5,9.5,2.5,12.1,26.0,42.0,131.0,0.24,0.14,0.38,0.24,0.38,0.33,0.09,0.41,0.33,0.41,Matches,Segunda Division,Burgos,
Miguel Atienza,es ESP,MF,25-025,37.0,31,2550.0,28.3,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.6,0.6,0.4,1.1,9.0,107.0,15.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.04,0.02,0.04,Matches,Segunda Division,Burgos,
Dani Ojeda,es ESP,"MF,FW",29-201,38.0,26,2071.0,23.0,4.0,2.0,6.0,4.0,0.0,0.0,3.0,0.0,6.4,6.3,3.5,9.8,67.0,85.0,136.0,0.17,0.09,0.26,0.17,0.26,0.28,0.15,0.43,0.27,0.43,Matches,Segunda Division,Burgos,
Alejandro Sancris,es ESP,"MF,FW",27-155,40.0,25,2144.0,23.8,4.0,5.0,9.0,4.0,0.0,0.0,6.0,0.0,3.3,3.3,5.6,8.9,83.0,58.0,194.0,0.17,0.21,0.38,0.17,0.38,0.14,0.23,0.37,0.14,0.37,Matches,Segunda Division,Burgos,
Mumo,es ESP,MF,29-069,35.0,21,1685.0,18.7,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.8,0.8,1.5,2.4,19.0,113.0,29.0,0.0,0.0,0.0,0.0,0.0,0.05,0.08,0.13,0.05,0.13,Matches,Segunda Division,Burgos,
Grego Sierra,es ESP,DF,31-108,32.0,19,1972.0,21.9,2.0,0.0,2.0,2.0,0.0,0.0,6.0,0.0,0.8,0.8,0.1,0.9,10.0,59.0,2.0,0.09,0.0,0.09,0.09,0.09,0.04,0.0,0.04,0.04,0.04,Matches,Segunda Division,Burgos,
Borja González,es ESP,DF,28-217,30.0,18,1683.0,18.7,1.0,2.0,3.0,1.0,0.0,0.0,3.0,0.0,0.6,0.5,2.2,2.8,24.0,81.0,75.0,0.05,0.11,0.16,0.05,0.16,0.03,0.12,0.15,0.03,0.15,Matches,Segunda Division,Burgos,
Kévin Appin,mq MTQ,"MF,FW",26-153,31.0,16,1450.0,16.1,2.0,1.0,3.0,2.0,0.0,0.0,5.0,0.0,0.6,0.6,0.5,1.1,32.0,82.0,42.0,0.12,0.06,0.19,0.12,0.19,0.03,0.03,0.07,0.03,0.07,Matches,Segunda Division,Burgos,
Anderson Arroyo,co COL,DF,24-268,16.0,15,1340.0,14.9,1.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,0.9,0.9,0.3,1.2,13.0,71.0,19.0,0.07,0.0,0.07,0.07,0.07,0.06,0.02,0.08,0.06,0.08,Matches,Segunda Division,Burgos,
Eduardo Espiau,es ESP,FW,29-185,37.0,13,1511.0,16.8,1.0,1.0,2.0,1.0,0.0,0.0,3.0,0.0,5.8,5.8,1.3,7.1,16.0,22.0,85.0,0.06,0.06,0.12,0.06,0.12,0.34,0.08,0.42,0.34,0.42,Matches,Segunda Division,Burgos,
Ander Martin,es ESP,"MF,DF",23-218,36.0,13,1417.0,15.7,2.0,3.0,5.0,2.0,0.0,0.0,2.0,0.0,2.3,2.3,2.0,4.3,30.0,75.0,91.0,0.13,0.19,0.32,0.13,0.32,0.15,0.13,0.28,0.15,0.28,Matches,Segunda Division,Burgos,
Raúl Navarro,es ESP,DF,30-135,13.0,13,1108.0,12.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.2,0.3,18.0,36.0,28.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.02,0.01,0.02,Matches,Segunda Division,Burgos,
Joni Montiel,es ESP,MF,25-292,17.0,11,958.0,10.6,1.0,1.0,2.0,1.0,0.0,1.0,3.0,1.0,1.5,0.7,2.0,2.7,25.0,54.0,38.0,0.09,0.09,0.19,0.09,0.19,0.14,0.19,0.33,0.06,0.25,Matches,Segunda Division,Burgos,
Álex Bermejo,es ESP,"MF,FW",25-193,38.0,9,1257.0,14.0,5.0,2.0,7.0,5.0,0.0,0.0,0.0,0.0,3.8,3.8,2.0,5.8,35.0,39.0,95.0,0.36,0.14,0.5,0.36,0.5,0.27,0.14,0.41,0.27,0.41,Matches,Segunda Division,Burgos,
Esteban Saveljich,me MNE,DF,33-032,8.0,7,564.0,6.3,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.2,0.2,0.1,0.3,0.0,9.0,0.0,0.0,0.16,0.16,0.0,0.16,0.02,0.02,0.04,0.02,0.04,Matches,Segunda Division,Burgos,
Andy,es ESP,"MF,DF",34-143,14.0,1,178.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.6,0.7,0.0,13.0,1.0,0.0,1.01,1.01,0.0,1.01,0.03,0.33,0.36,0.03,0.36,Matches,Segunda Division,Burgos,
Loic Badiashile,fr FRA,GK,26-137,1.0,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Segunda Division,Burgos,
David Goldar,es ESP,DF,29-280,1.0,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.3,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.26,0.26,0.26,Matches,Segunda Division,Burgos,
Javi López,es ESP,MF,23-047,4.0,0,57.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.1,1.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.14,0.0,0.14,Matches,Segunda Division,Burgos,
Lucas Ricoy,es ESP,"DF,MF",21-155,4.0,0,27.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.82,0.0,0.82,0.82,0.82,Matches,Segunda Division,Burgos,
Saúl del Cerro,es ESP,"MF,FW",20-032,2.0,0,15.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Segunda Division,Burgos,
José Menor,0,FW,0,1.0,0,9.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Segunda Division,Burgos,
Ruben De Gea Abril,es ESP,GK,24-078,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Segunda Division,Burgos,
Sergio Fernández,es ESP,DF,22-128,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Segunda Division,Burgos,
Oussama El Goumiri,ma MAR,DF,21-172,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Segunda Division,Burgos,
Molina,es ESP,MF,21-000,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Segunda Division,Burgos,
Javier Moral,es ESP,GK,19-094,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Segunda Division,Burgos,
Samuel Rodriguez,ve VEN,GK,21-047,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Segunda Division,Burgos,
Pedro Alcalá,es ESP,DF,35-094,37.0,37,3316.0,36.8,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,1.4,1.4,0.4,1.9,6.0,75.0,6.0,0.0,0.0,0.0,0.0,0.0,0.04,0.01,0.05,0.04,0.05,Matches,Segunda Division,Cartagena,
Iván Calero,es ESP,DF,29-061,37.0,36,3237.0,36.0,1.0,4.0,5.0,1.0,0.0,0.0,8.0,0.0,1.6,1.6,3.3,4.9,80.0,125.0,155.0,0.03,0.11,0.14,0.03,0.14,0.04,0.09,0.14,0.04,0.14,Matches,Segunda Division,Cartagena,
José Fontán,es ESP,DF,24-131,37.0,36,3208.0,35.6,4.0,0.0,4.0,4.0,0.0,0.0,9.0,0.0,1.4,1.4,0.7,2.1,44.0,136.0,37.0,0.11,0.0,0.11,0.11,0.11,0.04,0.02,0.06,0.04,0.06,Matches,Segunda Division,Cartagena,
Jairo Izquierdo,es ESP,"DF,FW",30-243,35.0,32,2656.0,29.5,2.0,4.0,6.0,2.0,0.0,0.0,0.0,2.0,1.1,1.1,4.6,5.7,96.0,100.0,160.0,0.07,0.14,0.2,0.07,0.2,0.04,0.16,0.19,0.04,0.19,Matches,Segunda Division,Cartagena,
Damián Musto,ar ARG,MF,37-012,36.0,31,2712.0,30.1,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.6,0.6,1.0,1.6,12.0,91.0,11.0,0.0,0.0,0.0,0.0,0.0,0.02,0.03,0.05,0.02,0.05,Matches,Segunda Division,Cartagena,
Luis Muñoz,es ESP,"MF,FW",27-119,33.0,30,2342.0,26.0,3.0,2.0,5.0,3.0,0.0,0.0,6.0,0.0,2.9,2.9,1.6,4.6,39.0,87.0,96.0,0.12,0.08,0.19,0.12,0.19,0.11,0.06,0.18,0.11,0.18,Matches,Segunda Division,Cartagena,
Tomás Alarcón,cl CHI,MF,25-154,35.0,29,2388.0,26.5,1.0,1.0,2.0,1.0,0.0,0.0,13.0,0.0,1.7,1.7,1.6,3.4,24.0,108.0,57.0,0.04,0.04,0.08,0.04,0.08,0.07,0.06,0.13,0.07,0.13,Matches,Segunda Division,Cartagena,
Alfredo Ortuño,es ESP,FW,33-152,40.0,27,2429.0,27.0,10.0,3.0,13.0,7.0,3.0,3.0,9.0,0.0,10.1,7.7,2.8,10.5,24.0,28.0,109.0,0.37,0.11,0.48,0.26,0.37,0.37,0.11,0.48,0.29,0.39,Matches,Segunda Division,Cartagena,
Gonzalo Verdú,es ESP,DF,35-244,29.0,22,1676.0,18.6,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.3,0.3,0.1,0.4,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.02,0.01,0.02,Matches,Segunda Division,Cartagena,
Marc Martínez,es ESP,GK,34-078,21.0,21,1890.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Segunda Division,Cartagena,
Andy,es ESP,MF,34-143,21.0,21,1778.0,19.8,2.0,1.0,3.0,1.0,1.0,1.0,3.0,0.0,2.4,1.7,1.5,3.2,10.0,105.0,32.0,0.1,0.05,0.15,0.05,0.1,0.12,0.07,0.2,0.09,0.16,Matches,Segunda Division,Cartagena,
Raúl Lizoain,es ESP,GK,33-146,19.0,19,1710.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Segunda Division,Cartagena,
Kiko Olivas,es ESP,DF,35-305,21.0,17,1510.0,16.8,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.1,1.1,15.0,50.0,4.0,0.06,0.0,0.06,0.06,0.06,0.06,0.0,0.06,0.06,0.06,Matches,Segunda Division,Cartagena,
Juanjo Narváez,co COL,"FW,MF",29-130,32.0,14,1262.0,14.0,2.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,3.0,3.0,0.8,3.9,16.0,21.0,86.0,0.14,0.0,0.14,0.14,0.14,0.22,0.06,0.27,0.22,0.27,Matches,Segunda Division,Cartagena,
Isak Jansson,se SWE,"MF,FW",22-142,18.0,11,974.0,10.8,1.0,1.0,2.0,1.0,0.0,0.0,3.0,0.0,0.9,0.9,0.8,1.7,35.0,27.0,81.0,0.09,0.09,0.18,0.09,0.18,0.08,0.08,0.16,0.08,0.16,Matches,Segunda Division,Cartagena,
Darío Poveda,es ESP,FW,27-100,18.0,11,951.0,10.6,3.0,1.0,4.0,3.0,0.0,0.0,1.0,0.0,2.0,2.0,1.6,3.6,7.0,18.0,63.0,0.28,0.09,0.38,0.28,0.38,0.19,0.15,0.34,0.19,0.34,Matches,Segunda Division,Cartagena,
Juan Carlos,es ESP,"FW,MF",33-098,25.0,10,963.0,10.7,3.0,1.0,4.0,2.0,1.0,1.0,3.0,0.0,3.7,2.9,1.5,4.4,32.0,33.0,55.0,0.28,0.09,0.37,0.19,0.28,0.35,0.14,0.48,0.27,0.41,Matches,Segunda Division,Cartagena,
Hector Hevel,nl NED,"MF,FW",28-037,15.0,10,878.0,9.8,0.0,2.0,2.0,0.0,0.0,0.0,3.0,0.0,0.3,0.3,1.8,2.1,18.0,52.0,42.0,0.0,0.21,0.21,0.0,0.21,0.03,0.18,0.21,0.03,0.21,Matches,Segunda Division,Cartagena,
Arnau Solà,es ESP,DF,21-078,18.0,9,815.0,9.1,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.1,0.1,0.3,0.4,16.0,31.0,48.0,0.11,0.0,0.11,0.11,0.11,0.01,0.03,0.04,0.01,0.04,Matches,Segunda Division,Cartagena,
Mikel Rico,es ESP,"MF,FW",39-230,31.0,8,993.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.1,1.1,0.2,1.3,7.0,50.0,21.0,0.0,0.0,0.0,0.0,0.0,0.1,0.02,0.12,0.1,0.12,Matches,Segunda Division,Cartagena,
Diego Moreno,es ESP,DF,23-000,15.0,5,519.0,5.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.1,0.6,14.0,11.0,23.0,0.0,0.0,0.0,0.0,0.0,0.09,0.02,0.11,0.09,0.11,Matches,Segunda Division,Cartagena,
Jony Álamo,es ESP,MF,22-270,18.0,4,559.0,6.2,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,1.0,1.1,7.0,31.0,3.0,0.0,0.16,0.16,0.0,0.16,0.02,0.16,0.18,0.02,0.18,Matches,Segunda Division,Cartagena,
Iván Ayllón,es ESP,"FW,MF",23-048,17.0,4,517.0,5.7,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.7,1.7,0.2,1.9,10.0,9.0,30.0,0.35,0.0,0.35,0.35,0.35,0.3,0.03,0.34,0.3,0.34,Matches,Segunda Division,Cartagena,
Úmaro Embaló,pt POR,"FW,MF",23-046,16.0,3,540.0,6.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.5,0.5,0.5,0.9,15.0,7.0,46.0,0.0,0.17,0.17,0.0,0.17,0.08,0.08,0.16,0.08,0.16,Matches,Segunda Division,Cartagena,
Arnau Ortiz,es ESP,"FW,MF",22-236,14.0,3,497.0,5.5,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,1.1,1.1,0.4,1.4,19.0,20.0,37.0,0.0,0.18,0.18,0.0,0.18,0.19,0.07,0.26,0.19,0.26,Matches,Segunda Division,Cartagena,
Lauti,uy URU,"FW,MF",23-133,11.0,3,399.0,4.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,1.2,0.0,1.2,5.0,7.0,24.0,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.27,0.27,0.27,Matches,Segunda Division,Cartagena,
David Ferreiro,es ESP,"MF,FW",36-081,9.0,3,300.0,3.3,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.6,1.1,10.0,13.0,26.0,0.0,0.3,0.3,0.0,0.3,0.16,0.17,0.33,0.16,0.33,Matches,Segunda Division,Cartagena,
Tomás Mejías,es ESP,GK,35-143,2.0,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Segunda Division,Cartagena,
Carlos Sanchez,es ESP,DF,23-063,2.0,2,134.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Segunda Division,Cartagena,
Toni Datković,hr CRO,DF,30-228,1.0,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.09,0.09,0.09,Matches,Segunda Division,Cartagena,
Juan Sabater,0,DF,0,1.0,1,45.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.06,0.06,0.06,Matches,Segunda Division,Cartagena,
Djakaría Barro,ci CIV,MF,22-161,1.0,0,15.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Segunda Division,Cartagena,
Jony,es ESP,FW,32-348,2.0,0,12.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.19,0.0,0.19,Matches,Segunda Division,Cartagena,
Mamadou Cellou,gn GUI,MF,22-168,1.0,0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Segunda Division,Cartagena,
Fromsa,es ESP,DF,23-045,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Segunda Division,Cartagena,
Nono Gómez,es ESP,GK,19-116,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Segunda Division,Cartagena,
David Guerrero,es ESP,DF,21-352,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Segunda Division,Cartagena,
José Marí,es ESP,DF,23-117,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Segunda Division,Cartagena,
Diegode Pedro,es ESP,MF,21-111,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Segunda Division,Cartagena,
Jhafets Reyes,es ESP,GK,17-279,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Segunda Division,Cartagena,
José Saldaña,es ESP,GK,23-043,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Segunda Division,Cartagena,
Barcia,es ESP,DF,23-173,40.0,39,3330.0,37.0,2.0,0.0,2.0,1.0,1.0,1.0,5.0,0.0,2.0,1.2,0.5,1.7,18.0,64.0,2.0,0.05,0.0,0.05,0.03,0.03,0.05,0.01,0.07,0.03,0.05,Matches,Segunda Division,CD Mirandes,
Gabri Martínez,es ESP,"FW,MF",21-172,41.0,37,3278.0,36.4,9.0,5.0,14.0,9.0,0.0,0.0,8.0,0.0,9.9,9.9,3.0,12.9,150.0,73.0,262.0,0.25,0.14,0.38,0.25,0.38,0.27,0.08,0.35,0.27,0.35,Matches,Segunda Division,CD Mirandes,
Ramón,es ESP,GK,24-194,35.0,35,3150.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Segunda Division,CD Mirandes,
Pablo Ramon,es ESP,DF,22-357,35.0,33,2980.0,33.1,0.0,1.0,1.0,0.0,0.0,0.0,9.0,0.0,0.9,0.9,1.1,2.0,70.0,169.0,14.0,0.0,0.03,0.03,0.0,0.03,0.03,0.03,0.06,0.03,0.06,Matches,Segunda Division,CD Mirandes,
Ilyas Chaira,ma MAR,"FW,MF",23-140,38.0,33,2871.0,31.9,5.0,4.0,9.0,5.0,0.0,0.0,7.0,0.0,2.8,2.8,3.5,6.3,91.0,72.0,187.0,0.16,0.13,0.28,0.16,0.28,0.09,0.11,0.2,0.09,0.2,Matches,Segunda Division,CD Mirandes,
Carlos Martín,es ESP,"FW,MF",22-060,40.0,33,2866.0,31.8,15.0,3.0,18.0,10.0,5.0,6.0,3.0,0.0,12.4,7.8,3.1,10.9,39.0,68.0,166.0,0.47,0.09,0.57,0.31,0.41,0.39,0.1,0.49,0.24,0.34,Matches,Segunda Division,CD Mirandes,
Jonathan Gomez,us USA,DF,20-294,38.0,32,2994.0,33.3,1.0,4.0,5.0,1.0,0.0,0.0,6.0,0.0,0.8,0.8,1.8,2.6,82.0,131.0,101.0,0.03,0.12,0.15,0.03,0.15,0.02,0.06,0.08,0.02,0.08,Matches,Segunda Division,CD Mirandes,
