Player,Nation,Pos,Age,MP,Playing Time Starts,Playing Time Min,Playing Time 90s,Performance Gls,Performance Ast,Performance G+A,Performance G-PK,Performance PK,Performance PKatt,Performance CrdY,Performance CrdR,Expected xG,Expected npxG,Expected xAG,Expected npxG+xAG,Progression PrgC,Progression PrgP,Progression PrgR,Per 90 Minutes Gls,Per 90 Minutes Ast,Per 90 Minutes G+A,Per 90 Minutes G-PK,Per 90 Minutes G+A-PK,Per 90 Minutes xG,Per 90 Minutes xAG,Per 90 Minutes xG+xAG,Per 90 Minutes npxG,Per 90 Minutes npxG+xAG,Matches,League,Team,Playing Time MP
Pedrinho,br BRA,"MF,DF",26-068,4.0,0,76.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.2,0.3,4.0,7.0,9.0,0.0,0.0,0.0,0.0,0.0,0.08,0.28,0.35,0.08,0.35,Matches,Brasil Serie A,Atletico Mineiro,
Brahian Palacios,co COL,"FW,MF",21-209,2.0,0,36.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.07,0.07,0.07,Matches,Brasil Serie A,Atletico Mineiro,
Alan Kardec,br BRA,"FW,DF",35-160,3.0,0,18.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.58,0.0,0.58,0.58,0.58,Matches,Brasil Serie A,Atletico Mineiro,
Robert Conceição,br BRA,MF,20-336,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Brasil Serie A,Atletico Mineiro,
Gabriel Delfim,br BRA,GK,21-346,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Brasil Serie A,Atletico Mineiro,
Isaac,br BRA,FW,20-086,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Brasil Serie A,Atletico Mineiro,
Mariano,br BRA,"DF,MF",37-363,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Brasil Serie A,Atletico Mineiro,
Paulo Vitor,br BRA,MF,19-299,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Brasil Serie A,Atletico Mineiro,
Marcos Felipe,br BRA,GK,28-068,,9,810.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Brasil Serie A,Bahia,9.0
Luciano Juba,br BRA,DF,24-296,,9,810.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.5,0.7,7.0,43.0,18.0,0.0,0.0,0.0,0.0,0.0,0.02,0.06,0.08,0.02,0.08,Matches,Brasil Serie A,Bahia,9.0
Jean Lucas,br BRA,MF,25-364,,9,793.0,8.8,1.0,2.0,3.0,1.0,0.0,0.0,1.0,0.0,1.8,1.8,0.6,2.4,13.0,32.0,52.0,0.11,0.23,0.34,0.11,0.34,0.2,0.07,0.28,0.2,0.28,Matches,Brasil Serie A,Bahia,9.0
Caio Alexandre,br BRA,MF,25-117,,9,703.0,7.8,2.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,0.2,0.2,0.6,0.8,8.0,53.0,4.0,0.26,0.0,0.26,0.26,0.26,0.02,0.08,0.1,0.02,0.1,Matches,Brasil Serie A,Bahia,9.0
Everton Ribeiro,br BRA,"MF,FW",35-071,,9,636.0,7.1,0.0,3.0,3.0,0.0,0.0,0.0,2.0,0.0,0.6,0.6,1.5,2.1,17.0,63.0,32.0,0.0,0.42,0.42,0.0,0.42,0.09,0.22,0.3,0.09,0.3,Matches,Brasil Serie A,Bahia,9.0
Gabriel,br BRA,DF,23-045,,8,720.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.3,0.3,0.0,0.3,2.0,23.0,3.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.04,0.04,Matches,Brasil Serie A,Bahia,8.0
Cauly Oliveira Souza,br BRA,"MF,FW",28-279,,8,678.0,7.5,1.0,3.0,4.0,1.0,0.0,0.0,0.0,0.0,0.5,0.5,1.4,1.9,19.0,35.0,45.0,0.13,0.4,0.53,0.13,0.53,0.07,0.18,0.25,0.07,0.25,Matches,Brasil Serie A,Bahia,9.0
Thaciano,br BRA,FW,29-039,,8,616.0,6.8,1.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,1.6,1.6,0.2,1.8,6.0,10.0,35.0,0.15,0.0,0.15,0.15,0.15,0.23,0.03,0.26,0.23,0.26,Matches,Brasil Serie A,Bahia,8.0
Santiago Arias,co COL,DF,32-159,,7,630.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.8,0.9,13.0,31.0,40.0,0.0,0.0,0.0,0.0,0.0,0.02,0.11,0.13,0.02,0.13,Matches,Brasil Serie A,Bahia,7.0
Everaldo Stum,br BRA,FW,32-351,,6,454.0,5.0,4.0,0.0,4.0,3.0,1.0,1.0,2.0,0.0,2.7,1.9,0.5,2.4,5.0,8.0,33.0,0.79,0.0,0.79,0.59,0.59,0.53,0.11,0.64,0.38,0.48,Matches,Brasil Serie A,Bahia,9.0
Kanu,br BRA,DF,27-105,,5,450.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Brasil Serie A,Bahia,5.0
Víctor Cuesta,ar ARG,DF,35-214,,4,328.0,3.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.2,0.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.06,0.06,0.06,Matches,Brasil Serie A,Bahia,4.0
Ademir Santos,br BRA,"FW,MF",29-125,,3,274.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.4,15.0,2.0,23.0,0.33,0.0,0.33,0.33,0.33,0.11,0.01,0.12,0.11,0.12,Matches,Brasil Serie A,Bahia,8.0
Rezende,br BRA,"MF,DF",29-170,,2,296.0,3.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.0,0.1,1.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.02,0.02,0.02,Matches,Brasil Serie A,Bahia,9.0
Gilberto,br BRA,DF,31-105,,2,147.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,10.0,8.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.0,0.04,Matches,Brasil Serie A,Bahia,2.0
Oscar Estupiñan,co COL,"FW,MF",27-174,,1,142.0,1.6,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.3,0.3,0.1,0.4,0.0,6.0,9.0,0.0,0.63,0.63,0.0,0.63,0.17,0.08,0.25,0.17,0.25,Matches,Brasil Serie A,Bahia,5.0
Biel,br BRA,"FW,MF",23-080,,0,230.0,2.6,2.0,1.0,3.0,2.0,0.0,0.0,1.0,0.0,1.7,1.7,1.1,2.8,8.0,11.0,32.0,0.78,0.39,1.17,0.78,1.17,0.68,0.42,1.1,0.68,1.1,Matches,Brasil Serie A,Bahia,9.0
Carlos de Pena,uy URU,"MF,FW",32-101,,0,131.0,1.5,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.1,0.1,1.0,1.2,2.0,10.0,2.0,0.0,0.69,0.69,0.0,0.69,0.08,0.72,0.8,0.08,0.8,Matches,Brasil Serie A,Bahia,8.0
Rafael Ratão,br BRA,FW,28-203,,0,37.0,0.4,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.1,1.1,0.0,1.1,1.0,1.0,7.0,2.43,0.0,2.43,2.43,2.43,2.72,0.0,2.72,2.72,2.72,Matches,Brasil Serie A,Bahia,3.0
Cicinho,bg BUL,"DF,MF",35-177,,0,17.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.28,0.0,0.28,Matches,Brasil Serie A,Bahia,2.0
Yago,br BRA,MF,29-138,,0,8.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.0,0.44,0.44,0.44,Matches,Brasil Serie A,Bahia,2.0
Adriel,br BRA,GK,23-158,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Brasil Serie A,Bahia,0.0
Ryan Carlos,br BRA,DF,22-127,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Brasil Serie A,Bahia,0.0
David Duarte,br BRA,DF,29-148,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Brasil Serie A,Bahia,0.0
Danilo Fernandes,br BRA,GK,36-078,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Brasil Serie A,Bahia,0.0
Marcos Victor,br BRA,DF,22-177,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Brasil Serie A,Bahia,0.0
Bastos,ao ANG,DF,33-085,10.0,10,846.0,9.4,2.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.6,0.6,0.0,0.6,5.0,35.0,1.0,0.21,0.0,0.21,0.21,0.21,0.06,0.0,0.06,0.06,0.06,Matches,Brasil Serie A,Botafogo RJ,
Júnior Santos,br BRA,FW,29-253,10.0,9,788.0,8.8,3.0,1.0,4.0,3.0,0.0,0.0,1.0,0.0,3.2,3.2,0.8,4.1,27.0,20.0,74.0,0.34,0.11,0.46,0.34,0.46,0.37,0.1,0.46,0.37,0.46,Matches,Brasil Serie A,Botafogo RJ,
Lucas Halter,br BRA,DF,24-049,8.0,8,701.0,7.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.2,4.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.03,0.02,0.03,Matches,Brasil Serie A,Botafogo RJ,
Marlon Freitas,br BRA,MF,29-085,9.0,8,669.0,7.4,0.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.6,0.6,1.2,1.7,12.0,69.0,12.0,0.0,0.27,0.27,0.0,0.27,0.08,0.16,0.23,0.08,0.23,Matches,Brasil Serie A,Botafogo RJ,
Luiz Henrique,br BRA,"MF,FW",23-170,9.0,8,562.0,6.2,1.0,2.0,3.0,1.0,0.0,0.0,2.0,0.0,0.3,0.3,0.7,1.1,11.0,12.0,41.0,0.16,0.32,0.48,0.16,0.48,0.06,0.12,0.17,0.06,0.17,Matches,Brasil Serie A,Botafogo RJ,
John,br BRA,GK,28-128,7.0,7,630.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Brasil Serie A,Botafogo RJ,
Tchê Tchê,br BRA,"MF,FW",31-295,8.0,6,615.0,6.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3,0.3,2.4,2.6,12.0,33.0,18.0,0.0,0.0,0.0,0.0,0.0,0.04,0.35,0.39,0.04,0.39,Matches,Brasil Serie A,Botafogo RJ,
Damián Suárez,uy URU,DF,36-054,8.0,6,573.0,6.4,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.1,0.1,0.4,0.4,6.0,15.0,27.0,0.0,0.16,0.16,0.0,0.16,0.01,0.06,0.07,0.01,0.07,Matches,Brasil Serie A,Botafogo RJ,
Danilo Barbosa,br BRA,MF,28-113,9.0,6,478.0,5.3,3.0,0.0,3.0,3.0,0.0,0.0,3.0,0.0,1.0,1.0,0.2,1.2,6.0,22.0,5.0,0.56,0.0,0.56,0.56,0.56,0.19,0.03,0.22,0.19,0.22,Matches,Brasil Serie A,Botafogo RJ,
Cuiabano,br BRA,DF,21-125,6.0,5,495.0,5.5,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.5,0.5,0.3,0.8,12.0,11.0,48.0,0.18,0.18,0.36,0.18,0.36,0.1,0.05,0.15,0.1,0.15,Matches,Brasil Serie A,Botafogo RJ,
Gregore,br BRA,MF,30-110,9.0,5,445.0,4.9,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.1,0.1,1.0,28.0,5.0,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.03,0.01,0.03,Matches,Brasil Serie A,Botafogo RJ,
Jeffinho,br BRA,"FW,MF",24-173,6.0,5,324.0,3.6,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,1.7,1.7,0.4,2.2,6.0,9.0,22.0,0.28,0.28,0.56,0.28,0.56,0.49,0.12,0.61,0.49,0.61,Matches,Brasil Serie A,Botafogo RJ,
Jefferson Savarino,ve VEN,"MF,FW",27-222,7.0,4,438.0,4.9,2.0,1.0,3.0,2.0,0.0,0.0,1.0,0.0,0.7,0.7,0.4,1.1,9.0,24.0,33.0,0.41,0.21,0.62,0.41,0.62,0.14,0.09,0.23,0.14,0.23,Matches,Brasil Serie A,Botafogo RJ,
Hugo,br BRA,DF,22-274,6.0,4,363.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.8,1.1,8.0,14.0,9.0,0.0,0.25,0.25,0.0,0.25,0.07,0.2,0.27,0.07,0.27,Matches,Brasil Serie A,Botafogo RJ,
Mateo Ponte,uy URU,DF,21-027,4.0,4,296.0,3.3,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.3,0.3,0.1,0.4,8.0,9.0,18.0,0.3,0.0,0.3,0.3,0.3,0.08,0.03,0.11,0.08,0.11,Matches,Brasil Serie A,Botafogo RJ,
Óscar Romero,py PAR,"MF,FW",31-352,8.0,3,310.0,3.4,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.1,0.1,0.4,0.4,5.0,21.0,21.0,0.0,0.29,0.29,0.0,0.29,0.02,0.11,0.13,0.02,0.13,Matches,Brasil Serie A,Botafogo RJ,
Tiquinho Soares,br BRA,FW,33-155,5.0,3,286.0,3.2,2.0,0.0,2.0,1.0,1.0,1.0,2.0,0.0,2.0,1.2,0.5,1.6,1.0,10.0,13.0,0.63,0.0,0.63,0.31,0.31,0.62,0.14,0.77,0.37,0.52,Matches,Brasil Serie A,Botafogo RJ,
Gatito Fernández,py PAR,GK,36-083,3.0,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Brasil Serie A,Botafogo RJ,
Alexander Barboza,ar ARG,DF,29-096,5.0,2,214.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.1,0.1,0.1,0.2,1.0,12.0,2.0,0.0,0.0,0.0,0.0,0.0,0.05,0.04,0.09,0.05,0.09,Matches,Brasil Serie A,Botafogo RJ,
Carlos Eduardo,br BRA,FW,34-247,4.0,2,185.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,3.0,7.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.0,0.04,Matches,Brasil Serie A,Botafogo RJ,
Fernando Marçal,br BRA,DF,35-122,1.0,1,45.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Brasil Serie A,Botafogo RJ,
Matheus Nascimento,br BRA,FW,20-109,1.0,1,24.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Brasil Serie A,Botafogo RJ,
Diego Hernández,uy URU,"FW,MF",23-364,6.0,0,160.0,1.8,0.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.3,0.3,1.0,7.0,8.0,0.0,1.13,1.13,0.0,1.13,0.0,0.16,0.16,0.0,0.16,Matches,Brasil Serie A,Botafogo RJ,
Yarlen Augusto,br BRA,MF,18-121,4.0,0,79.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.04,0.04,Matches,Brasil Serie A,Botafogo RJ,
Pablo,br BRA,DF,32-365,1.0,0,29.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Brasil Serie A,Botafogo RJ,
Fabiano,br BRA,DF,18-066,1.0,0,22.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Brasil Serie A,Botafogo RJ,
Jacob Montes,ni NCA,"FW,MF",25-244,1.0,0,19.0,0.2,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.0,0.0,1.0,4.74,0.0,4.74,4.74,4.74,0.59,0.0,0.59,0.59,0.59,Matches,Brasil Serie A,Botafogo RJ,
Patrick de Paula,br BRA,MF,24-286,2.0,0,15.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.13,0.13,0.13,Matches,Brasil Serie A,Botafogo RJ,
Janderson,br BRA,FW,25-045,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Brasil Serie A,Botafogo RJ,
Kauê,br BRA,MF,19-242,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Brasil Serie A,Botafogo RJ,
Luis Segovia,ec ECU,DF,26-238,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Brasil Serie A,Botafogo RJ,
Raul Steffens,br BRA,GK,26-328,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Brasil Serie A,Botafogo RJ,
Hugo,br BRA,DF,26-296,10.0,10,834.0,9.3,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.5,0.5,0.8,1.3,12.0,33.0,18.0,0.0,0.22,0.22,0.0,0.22,0.05,0.09,0.14,0.05,0.14,Matches,Brasil Serie A,Corinthians,
Rodrigo Garro,ar ARG,"MF,FW",26-168,9.0,9,779.0,8.7,0.0,2.0,2.0,0.0,0.0,0.0,4.0,0.0,0.9,0.9,1.2,2.1,12.0,48.0,32.0,0.0,0.23,0.23,0.0,0.23,0.1,0.14,0.25,0.1,0.25,Matches,Brasil Serie A,Corinthians,
Raniele,br BRA,MF,27-172,9.0,9,755.0,8.4,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.8,0.8,0.3,1.0,10.0,18.0,11.0,0.0,0.0,0.0,0.0,0.0,0.09,0.03,0.12,0.09,0.12,Matches,Brasil Serie A,Corinthians,
Wesley Ribeiro,br BRA,FW,19-107,10.0,9,727.0,8.1,2.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,0.9,0.9,1.5,2.5,34.0,27.0,59.0,0.25,0.0,0.25,0.25,0.25,0.12,0.19,0.3,0.12,0.3,Matches,Brasil Serie A,Corinthians,
Félix Torres Caicedo,ec ECU,DF,27-161,7.0,7,630.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4,0.4,0.8,1.1,3.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.11,0.16,0.05,0.16,Matches,Brasil Serie A,Corinthians,
Cacá,br BRA,DF,25-056,7.0,7,614.0,6.8,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.3,1.3,0.1,1.3,1.0,10.0,0.0,0.15,0.15,0.29,0.15,0.29,0.18,0.01,0.19,0.18,0.19,Matches,Brasil Serie A,Corinthians,
Yuri Alberto,br BRA,FW,23-094,8.0,6,557.0,6.2,2.0,1.0,3.0,2.0,0.0,0.0,3.0,0.0,1.6,1.6,0.3,1.8,9.0,8.0,31.0,0.32,0.16,0.48,0.32,0.48,0.25,0.04,0.29,0.25,0.29,Matches,Brasil Serie A,Corinthians,
Carlos Miguel,br BRA,GK,25-255,6.0,6,540.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,Matches,Brasil Serie A,Corinthians,
Breno,br BRA,MF,19-121,8.0,6,508.0,5.6,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.5,0.5,0.1,0.5,5.0,20.0,10.0,0.0,0.0,0.0,0.0,0.0,0.08,0.01,0.09,0.08,0.09,Matches,Brasil Serie A,Corinthians,
Igor Coronado,br BRA,"MF,FW",31-307,8.0,6,501.0,5.6,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.2,0.2,1.3,1.5,17.0,30.0,35.0,0.18,0.0,0.18,0.18,0.18,0.03,0.24,0.28,0.03,0.28,Matches,Brasil Serie A,Corinthians,
Matheuzinho,br BRA,"DF,FW",23-286,8.0,5,544.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.5,0.3,0.8,3.0,12.0,30.0,0.0,0.0,0.0,0.0,0.0,0.09,0.05,0.14,0.09,0.14,Matches,Brasil Serie A,Corinthians,
Ángel Romero,py PAR,FW,31-352,7.0,5,426.0,4.7,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.1,1.1,0.2,1.3,7.0,18.0,38.0,0.0,0.0,0.0,0.0,0.0,0.23,0.05,0.27,0.23,0.27,Matches,Brasil Serie A,Corinthians,
Fagner,br BRA,"DF,MF",35-009,5.0,5,384.0,4.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.6,0.6,5.0,14.0,9.0,0.0,0.0,0.0,0.0,0.0,0.01,0.14,0.15,0.01,0.15,Matches,Brasil Serie A,Corinthians,
Gustavo Henrique,br BRA,DF,31-088,5.0,5,374.0,4.2,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.5,0.5,0.0,0.5,1.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.12,0.12,0.12,Matches,Brasil Serie A,Corinthians,
Cássio,br BRA,GK,37-014,3.0,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Brasil Serie A,Corinthians,
Gustavo Mosquito,br BRA,FW,26-287,7.0,2,266.0,3.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.4,0.4,0.2,0.6,6.0,6.0,26.0,0.34,0.34,0.68,0.34,0.68,0.15,0.05,0.2,0.15,0.2,Matches,Brasil Serie A,Corinthians,
Fausto Vera,ar ARG,MF,24-086,6.0,2,212.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.1,0.4,6.0,21.0,6.0,0.0,0.0,0.0,0.0,0.0,0.12,0.04,0.16,0.12,0.16,Matches,Brasil Serie A,Corinthians,
Pedro Henrique,br BRA,FW,34-004,2.0,2,75.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.4,0.5,2.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.08,0.49,0.57,0.08,0.57,Matches,Brasil Serie A,Corinthians,
Pedro Raul,br BRA,FW,27-228,6.0,1,188.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.2,2.0,4.0,12.0,0.0,0.0,0.0,0.0,0.0,0.06,0.04,0.1,0.06,0.1,Matches,Brasil Serie A,Corinthians,
Paulinho,br BRA,MF,35-331,6.0,1,118.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.4,3.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.3,0.3,0.3,Matches,Brasil Serie A,Corinthians,
Caetano,br BRA,"DF,FW",24-362,2.0,1,112.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.1,0.1,0.1,0.2,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.05,0.13,0.08,0.13,Matches,Brasil Serie A,Corinthians,
